x1,y1,x2,y2
0.453330,-0.891343,1.310005,-0.375486
0.453685,-0.891162,1.310234,-0.375097
0.454039,-0.890982,1.310463,-0.374709
0.454393,-0.890801,1.310692,-0.374320
0.454748,-0.890620,1.310921,-0.373932
0.455102,-0.890439,1.311150,-0.373544
0.455456,-0.890258,1.311379,-0.373156
0.455810,-0.890077,1.311608,-0.372768
0.456164,-0.889896,1.311837,-0.372380
0.456518,-0.889714,1.312066,-0.371992
0.456871,-0.889533,1.312295,-0.371604
0.457225,-0.889351,1.312524,-0.371216
0.457578,-0.889169,1.312753,-0.370829
0.457932,-0.888987,1.312982,-0.370442
0.458285,-0.888805,1.313211,-0.370054
0.458638,-0.888623,1.313440,-0.369667
0.458992,-0.888441,1.313668,-0.369280
0.459345,-0.888258,1.313897,-0.368893
0.459698,-0.888076,1.314126,-0.368506
0.460050,-0.887893,1.314355,-0.368120
0.460403,-0.887710,1.314584,-0.367733
0.460756,-0.887527,1.314812,-0.367347
0.461108,-0.887344,1.315041,-0.366960
0.461461,-0.887161,1.315270,-0.366574
0.461813,-0.886977,1.315498,-0.366188
0.462166,-0.886794,1.315727,-0.365802
0.462518,-0.886610,1.315956,-0.365416
0.462870,-0.886426,1.316184,-0.365030
0.463222,-0.886242,1.316413,-0.364644
0.463574,-0.886058,1.316642,-0.364258
0.463926,-0.885874,1.316870,-0.363873
0.464277,-0.885690,1.317099,-0.363487
0.464629,-0.885506,1.317327,-0.363102
0.464980,-0.885321,1.317556,-0.362717
0.465332,-0.885136,1.317784,-0.362332
0.465683,-0.884952,1.318013,-0.361947
0.466034,-0.884767,1.318241,-0.361562
0.466385,-0.884582,1.318470,-0.361177
0.466736,-0.884396,1.318698,-0.360792
0.467087,-0.884211,1.318927,-0.360408
0.467438,-0.884026,1.319155,-0.360023
0.467789,-0.883840,1.319384,-0.359639
0.468140,-0.883654,1.319612,-0.359255
0.468490,-0.883469,1.319840,-0.358871
0.468841,-0.883283,1.320069,-0.358487
0.469191,-0.883097,1.320297,-0.358103
0.469541,-0.882911,1.320525,-0.357719
0.469891,-0.882724,1.320754,-0.357335
0.470241,-0.882538,1.320982,-0.356952
0.470591,-0.882351,1.321210,-0.356568
0.470941,-0.882165,1.321438,-0.356185
0.471291,-0.881978,1.321667,-0.355802
0.471641,-0.881791,1.321895,-0.355419
0.471990,-0.881604,1.322123,-0.355035
0.472340,-0.881417,1.322351,-0.354653
0.472689,-0.881229,1.322579,-0.354270
0.473038,-0.881042,1.322808,-0.353887
0.473388,-0.880854,1.323036,-0.353504
0.473737,-0.880667,1.323264,-0.353122
0.474086,-0.880479,1.323492,-0.352739
0.474434,-0.880291,1.323720,-0.352357
0.474783,-0.880103,1.323948,-0.351975
0.475132,-0.879915,1.324176,-0.351593
0.475481,-0.879726,1.324404,-0.351211
0.475829,-0.879538,1.324632,-0.350829
0.476177,-0.879349,1.324860,-0.350447
0.476526,-0.879161,1.325088,-0.350066
0.476874,-0.878972,1.325316,-0.349684
0.477222,-0.878783,1.325544,-0.349303
0.477570,-0.878594,1.325772,-0.348921
0.477918,-0.878405,1.326000,-0.348540
0.478266,-0.878215,1.326228,-0.348159
0.478613,-0.878026,1.326456,-0.347778
0.478961,-0.877836,1.326684,-0.347397
0.479308,-0.877647,1.326912,-0.347017
0.479656,-0.877457,1.327140,-0.346636
0.480003,-0.877267,1.327367,-0.346255
0.480350,-0.877077,1.327595,-0.345875
0.480697,-0.876887,1.327823,-0.345495
0.481044,-0.876696,1.328051,-0.345114
0.481391,-0.876506,1.328279,-0.344734
0.481738,-0.876315,1.328506,-0.344354
0.482084,-0.876125,1.328734,-0.343974
0.482431,-0.875934,1.328962,-0.343594
0.482778,-0.875743,1.329190,-0.343215
0.483124,-0.875552,1.329417,-0.342835
0.483470,-0.875361,1.329645,-0.342456
0.483816,-0.875170,1.329873,-0.342076
0.484162,-0.874978,1.330100,-0.341697
0.484508,-0.874787,1.330328,-0.341318
0.484854,-0.874595,1.330556,-0.340939
0.485200,-0.874403,1.330783,-0.340560
0.485546,-0.874211,1.331011,-0.340181
0.485891,-0.874019,1.331239,-0.339802
0.486237,-0.873827,1.331466,-0.339424
0.486582,-0.873635,1.331694,-0.339045
0.486927,-0.873443,1.331921,-0.338667
0.487272,-0.873250,1.332149,-0.338288
0.487617,-0.873057,1.332376,-0.337910
0.487962,-0.872865,1.332604,-0.337532
0.488307,-0.872672,1.332831,-0.337154
0.488652,-0.872479,1.333059,-0.336776
0.488997,-0.872286,1.333286,-0.336399
0.489341,-0.872092,1.333514,-0.336021
0.489685,-0.871899,1.333741,-0.335643
0.490030,-0.871706,1.333968,-0.335266
0.490374,-0.871512,1.334196,-0.334889
0.490718,-0.871318,1.334423,-0.334511
0.491062,-0.871125,1.334651,-0.334134
0.491406,-0.870931,1.334878,-0.333757
0.491750,-0.870737,1.335105,-0.333380
0.492094,-0.870542,1.335333,-0.333004
0.492437,-0.870348,1.335560,-0.332627
0.492781,-0.870154,1.335787,-0.332250
0.493124,-0.869959,1.336014,-0.331874
0.493467,-0.869764,1.336242,-0.331497
0.493810,-0.869570,1.336469,-0.331121
0.494154,-0.869375,1.336696,-0.330745
0.494497,-0.869180,1.336923,-0.330369
0.494839,-0.868984,1.337151,-0.329993
0.495182,-0.868789,1.337378,-0.329617
0.495525,-0.868594,1.337605,-0.329241
0.495867,-0.868398,1.337832,-0.328866
0.496210,-0.868203,1.338059,-0.328490
0.496552,-0.868007,1.338286,-0.328115
0.496894,-0.867811,1.338514,-0.327740
0.497236,-0.867615,1.338741,-0.327364
0.497579,-0.867419,1.338968,-0.326989
0.497920,-0.867223,1.339195,-0.326614
0.498262,-0.867026,1.339422,-0.326240
0.498604,-0.866830,1.339649,-0.325865
0.498946,-0.866633,1.339876,-0.325490
0.499287,-0.866437,1.340103,-0.325116
0.499628,-0.866240,1.340330,-0.324741
0.499970,-0.866043,1.340557,-0.324367
0.500311,-0.865846,1.340784,-0.323993
0.500652,-0.865649,1.341011,-0.323618
0.500993,-0.865451,1.341238,-0.323244
0.501334,-0.865254,1.341465,-0.322871
0.501675,-0.865056,1.341692,-0.322497
0.502015,-0.864859,1.341919,-0.322123
0.502356,-0.864661,1.342146,-0.321749
0.502696,-0.864463,1.342373,-0.321376
0.503037,-0.864265,1.342599,-0.321003
0.503377,-0.864067,1.342826,-0.320629
0.503717,-0.863869,1.343053,-0.320256
0.504057,-0.863670,1.343280,-0.319883
0.504397,-0.863472,1.343507,-0.319510
0.504737,-0.863273,1.343734,-0.319137
0.505076,-0.863075,1.343960,-0.318765
0.505416,-0.862876,1.344187,-0.318392
0.505755,-0.862677,1.344414,-0.318020
0.506095,-0.862478,1.344641,-0.317647
0.506434,-0.862279,1.344867,-0.317275
0.506773,-0.862079,1.345094,-0.316903
0.507112,-0.861880,1.345321,-0.316531
0.507451,-0.861681,1.345548,-0.316159
0.507790,-0.861481,1.345774,-0.315787
0.508129,-0.861281,1.346001,-0.315415
0.508467,-0.861081,1.346228,-0.315043
0.508806,-0.860881,1.346454,-0.314672
0.509144,-0.860681,1.346681,-0.314300
0.509482,-0.860481,1.346907,-0.313929
0.509821,-0.860281,1.347134,-0.313558
0.510159,-0.860080,1.347361,-0.313187
0.510497,-0.859880,1.347587,-0.312816
0.510834,-0.859679,1.347814,-0.312445
0.511172,-0.859478,1.348040,-0.312074
0.511510,-0.859277,1.348267,-0.311703
0.511847,-0.859076,1.348493,-0.311333
0.512185,-0.858875,1.348720,-0.310962
0.512522,-0.858674,1.348946,-0.310592
0.512859,-0.858473,1.349173,-0.310221
0.513196,-0.858271,1.349399,-0.309851
0.513533,-0.858070,1.349626,-0.309481
0.513870,-0.857868,1.349852,-0.309111
0.514207,-0.857666,1.350079,-0.308741
0.514544,-0.857464,1.350305,-0.308372
0.514880,-0.857262,1.350532,-0.308002
0.515217,-0.857060,1.350758,-0.307632
0.515553,-0.856858,1.350984,-0.307263
0.515889,-0.856655,1.351211,-0.306894
0.516225,-0.856453,1.351437,-0.306525
0.516561,-0.856250,1.351663,-0.306155
0.516897,-0.856048,1.351890,-0.305786
0.517233,-0.855845,1.352116,-0.305418
0.517569,-0.855642,1.352342,-0.305049
0.517904,-0.855439,1.352569,-0.304680
0.518240,-0.855235,1.352795,-0.304311
0.518575,-0.855032,1.353021,-0.303943
0.518910,-0.854829,1.353248,-0.303575
0.519245,-0.854625,1.353474,-0.303206
0.519580,-0.854422,1.353700,-0.302838
0.519915,-0.854218,1.353926,-0.302470
0.520250,-0.854014,1.354152,-0.302102
0.520585,-0.853810,1.354379,-0.301734
0.520919,-0.853606,1.354605,-0.301367
0.521254,-0.853402,1.354831,-0.300999
0.521588,-0.853198,1.355057,-0.300632
0.521922,-0.852993,1.355283,-0.300264
0.522256,-0.852789,1.355509,-0.299897
0.522590,-0.852584,1.355736,-0.299530
0.522924,-0.852379,1.355962,-0.299163
0.523258,-0.852174,1.356188,-0.298796
0.523592,-0.851969,1.356414,-0.298429
0.523925,-0.851764,1.356640,-0.298062
0.524259,-0.851559,1.356866,-0.297695
0.524592,-0.851354,1.357092,-0.297329
0.524925,-0.851148,1.357318,-0.296962
0.525258,-0.850943,1.357544,-0.296596
0.525591,-0.850737,1.357770,-0.296230
0.525924,-0.850531,1.357996,-0.295864
0.526257,-0.850326,1.358222,-0.295498
0.526590,-0.850120,1.358448,-0.295132
0.526922,-0.849914,1.358674,-0.294766
0.527255,-0.849707,1.358900,-0.294400
0.527587,-0.849501,1.359126,-0.294035
0.527919,-0.849295,1.359352,-0.293669
0.528251,-0.849088,1.359578,-0.293304
0.528583,-0.848881,1.359804,-0.292939
0.528915,-0.848675,1.360030,-0.292573
0.529247,-0.848468,1.360255,-0.292208
0.529579,-0.848261,1.360481,-0.291843
0.529910,-0.848054,1.360707,-0.291479
0.530241,-0.847847,1.360933,-0.291114
0.530573,-0.847639,1.361159,-0.290749
0.530904,-0.847432,1.361385,-0.290385
0.531235,-0.847224,1.361611,-0.290020
0.531566,-0.847017,1.361836,-0.289656
0.531897,-0.846809,1.362062,-0.289292
0.532228,-0.846601,1.362288,-0.288928
0.532558,-0.846393,1.362514,-0.288564
0.532889,-0.846185,1.362739,-0.288200
0.533219,-0.845977,1.362965,-0.287836
0.533550,-0.845769,1.363191,-0.287472
0.533880,-0.845560,1.363417,-0.287109
0.534210,-0.845352,1.363642,-0.286745
0.534540,-0.845143,1.363868,-0.286382
0.534870,-0.844935,1.364094,-0.286018
0.535199,-0.844726,1.364319,-0.285655
0.535529,-0.844517,1.364545,-0.285292
0.535858,-0.844308,1.364771,-0.284929
0.536188,-0.844099,1.364996,-0.284566
0.536517,-0.843890,1.365222,-0.284204
0.536846,-0.843680,1.365448,-0.283841
0.537175,-0.843471,1.365673,-0.283479
0.537504,-0.843261,1.365899,-0.283116
0.537833,-0.843051,1.366124,-0.282754
0.538162,-0.842842,1.366350,-0.282392
0.538490,-0.842632,1.366575,-0.282030
0.538819,-0.842422,1.366801,-0.281668
0.539147,-0.842212,1.367026,-0.281306
0.539475,-0.842001,1.367252,-0.280944
0.539803,-0.841791,1.367478,-0.280582
0.540131,-0.841581,1.367703,-0.280221
0.540459,-0.841370,1.367928,-0.279859
0.540787,-0.841160,1.368154,-0.279498
0.541115,-0.840949,1.368379,-0.279137
0.541442,-0.840738,1.368605,-0.278775
0.541770,-0.840527,1.368830,-0.278414
0.542097,-0.840316,1.369056,-0.278053
0.542424,-0.840105,1.369281,-0.277693
0.542751,-0.839894,1.369507,-0.277332
0.543078,-0.839682,1.369732,-0.276971
0.543405,-0.839471,1.369957,-0.276611
0.543732,-0.839259,1.370183,-0.276250
0.544058,-0.839047,1.370408,-0.275890
0.544385,-0.838836,1.370633,-0.275530
0.544711,-0.838624,1.370859,-0.275170
0.545038,-0.838412,1.371084,-0.274810
0.545364,-0.838200,1.371309,-0.274450
0.545690,-0.837987,1.371535,-0.274090
0.546016,-0.837775,1.371760,-0.273731
0.546341,-0.837563,1.371985,-0.273371
0.546667,-0.837350,1.372211,-0.273011
0.546993,-0.837137,1.372436,-0.272652
0.547318,-0.836925,1.372661,-0.272293
0.547643,-0.836712,1.372886,-0.271934
0.547969,-0.836499,1.373112,-0.271575
0.548294,-0.836286,1.373337,-0.271216
0.548619,-0.836073,1.373562,-0.270857
0.548944,-0.835859,1.373787,-0.270498
0.549268,-0.835646,1.374012,-0.270140
0.549593,-0.835432,1.374238,-0.269781
0.549918,-0.835219,1.374463,-0.269423
0.550242,-0.835005,1.374688,-0.269064
0.550566,-0.834791,1.374913,-0.268706
0.550890,-0.834578,1.375138,-0.268348
0.551215,-0.834364,1.375363,-0.267990
0.551538,-0.834149,1.375588,-0.267632
0.551862,-0.833935,1.375814,-0.267275
0.552186,-0.833721,1.376039,-0.266917
0.552510,-0.833507,1.376264,-0.266559
0.552833,-0.833292,1.376489,-0.266202
0.553156,-0.833077,1.376714,-0.265845
0.553480,-0.832863,1.376939,-0.265487
0.553803,-0.832648,1.377164,-0.265130
0.554126,-0.832433,1.377389,-0.264773
0.554449,-0.832218,1.377614,-0.264416
0.554771,-0.832003,1.377839,-0.264059
0.555094,-0.831788,1.378064,-0.263703
0.555416,-0.831572,1.378289,-0.263346
0.555739,-0.831357,1.378514,-0.262990
0.556061,-0.831141,1.378739,-0.262633
0.556383,-0.830926,1.378964,-0.262277
0.556705,-0.830710,1.379189,-0.261921
0.557027,-0.830494,1.379414,-0.261565
0.557349,-0.830278,1.379639,-0.261209
0.557671,-0.830062,1.379863,-0.260853
0.557992,-0.829846,1.380088,-0.260497
0.558314,-0.829630,1.380313,-0.260141
0.558635,-0.829413,1.380538,-0.259786
0.558956,-0.829197,1.380763,-0.259430
0.559278,-0.828980,1.380988,-0.259075
0.559599,-0.828764,1.381213,-0.258720
0.559919,-0.828547,1.381438,-0.258365
0.560240,-0.828330,1.381662,-0.258010
0.560561,-0.828113,1.381887,-0.257655
0.560881,-0.827896,1.382112,-0.257300
0.561202,-0.827679,1.382337,-0.256945
0.561522,-0.827462,1.382562,-0.256591
0.561842,-0.827245,1.382786,-0.256236
0.562162,-0.827027,1.383011,-0.255882
0.562482,-0.826810,1.383236,-0.255528
0.562802,-0.826592,1.383461,-0.255173
0.563121,-0.826374,1.383685,-0.254819
0.563441,-0.826156,1.383910,-0.254465
0.563760,-0.825938,1.384135,-0.254111
0.564080,-0.825720,1.384359,-0.253758
0.564399,-0.825502,1.384584,-0.253404
0.564718,-0.825284,1.384809,-0.253050
0.565037,-0.825066,1.385033,-0.252697
0.565356,-0.824847,1.385258,-0.252344
0.565675,-0.824629,1.385483,-0.251990
0.565993,-0.824410,1.385707,-0.251637
0.566312,-0.824191,1.385932,-0.251284
0.566630,-0.823972,1.386157,-0.250931
0.566948,-0.823753,1.386381,-0.250579
0.567266,-0.823534,1.386606,-0.250226
0.567584,-0.823315,1.386830,-0.249873
0.567902,-0.823096,1.387055,-0.249521
0.568220,-0.822877,1.387280,-0.249168
0.568538,-0.822657,1.387504,-0.248816
0.568855,-0.822438,1.387729,-0.248464
0.569172,-0.822218,1.387953,-0.248112
0.569490,-0.821998,1.388178,-0.247760
0.569807,-0.821779,1.388402,-0.247408
0.570124,-0.821559,1.388627,-0.247056
0.570441,-0.821339,1.388851,-0.246705
0.570758,-0.821119,1.389076,-0.246353
0.571074,-0.820898,1.389300,-0.246002
0.571391,-0.820678,1.389525,-0.245650
0.571707,-0.820458,1.389749,-0.245299
0.572024,-0.820237,1.389974,-0.244948
0.572340,-0.820017,1.390198,-0.244597
0.572656,-0.819796,1.390422,-0.244246
0.572972,-0.819575,1.390647,-0.243895
0.573288,-0.819354,1.390871,-0.243544
0.573603,-0.819133,1.391096,-0.243194
0.573919,-0.818912,1.391320,-0.242843
0.574234,-0.818691,1.391544,-0.242493
0.574550,-0.818470,1.391769,-0.242143
0.574865,-0.818248,1.391993,-0.241792
0.575180,-0.818027,1.392217,-0.241442
0.575495,-0.817805,1.392442,-0.241092
0.575810,-0.817584,1.392666,-0.240743
0.576125,-0.817362,1.392890,-0.240393
0.576439,-0.817140,1.393115,-0.240043
0.576754,-0.816918,1.393339,-0.239694
0.577068,-0.816696,1.393563,-0.239344
0.577382,-0.816474,1.393788,-0.238995
0.577696,-0.816252,1.394012,-0.238646
0.578010,-0.816029,1.394236,-0.238296
0.578324,-0.815807,1.394460,-0.237947
0.578638,-0.815584,1.394685,-0.237598
0.578952,-0.815362,1.394909,-0.237250
0.579265,-0.815139,1.395133,-0.236901
0.579579,-0.814916,1.395357,-0.236552
0.579892,-0.814694,1.395581,-0.236204
0.580205,-0.814471,1.395806,-0.235855
0.580518,-0.814247,1.396030,-0.235507
0.580831,-0.814024,1.396254,-0.235159
0.581144,-0.813801,1.396478,-0.234811
0.581456,-0.813578,1.396702,-0.234463
0.581769,-0.813354,1.396926,-0.234115
0.582081,-0.813131,1.397151,-0.233767
0.582394,-0.812907,1.397375,-0.233420
0.582706,-0.812683,1.397599,-0.233072
0.583018,-0.812459,1.397823,-0.232725
0.583330,-0.812236,1.398047,-0.232377
0.583641,-0.812011,1.398271,-0.232030
0.583953,-0.811787,1.398495,-0.231683
0.584265,-0.811563,1.398719,-0.231336
0.584576,-0.811339,1.398943,-0.230989
0.584887,-0.811114,1.399167,-0.230642
0.585199,-0.810890,1.399391,-0.230295
0.585510,-0.810665,1.399615,-0.229949
0.585821,-0.810441,1.399839,-0.229602
0.586131,-0.810216,1.400063,-0.229256
0.586442,-0.809991,1.400287,-0.228910
0.586753,-0.809766,1.400511,-0.228563
0.587063,-0.809541,1.400735,-0.228217
0.587373,-0.809316,1.400959,-0.227871
0.587684,-0.809091,1.401183,-0.227525
0.587994,-0.808866,1.401407,-0.227180
0.588304,-0.808640,1.401631,-0.226834
0.588613,-0.808415,1.401855,-0.226488
0.588923,-0.808189,1.402079,-0.226143
0.589233,-0.807963,1.402303,-0.225798
0.589542,-0.807738,1.402527,-0.225452
0.589852,-0.807512,1.402751,-0.225107
0.590161,-0.807286,1.402975,-0.224762
0.590470,-0.807060,1.403198,-0.224417
0.590779,-0.806834,1.403422,-0.224072
0.591088,-0.806607,1.403646,-0.223728
0.591396,-0.806381,1.403870,-0.223383
0.591705,-0.806155,1.404094,-0.223039
0.592013,-0.805928,1.404318,-0.222694
0.592322,-0.805702,1.404541,-0.222350
0.592630,-0.805475,1.404765,-0.222006
0.592938,-0.805248,1.404989,-0.221662
0.593246,-0.805021,1.405213,-0.221318
0.593554,-0.804794,1.405437,-0.220974
0.593862,-0.804567,1.405660,-0.220630
0.594169,-0.804340,1.405884,-0.220286
0.594477,-0.804113,1.406108,-0.219943
0.594784,-0.803886,1.406332,-0.219599
0.595091,-0.803658,1.406555,-0.219256
0.595398,-0.803431,1.406779,-0.218913
0.595705,-0.803203,1.407003,-0.218569
0.596012,-0.802975,1.407226,-0.218226
0.596319,-0.802748,1.407450,-0.217883
0.596625,-0.802520,1.407674,-0.217541
0.596932,-0.802292,1.407897,-0.217198
0.597238,-0.802064,1.408121,-0.216855
0.597544,-0.801836,1.408345,-0.216513
0.597851,-0.801608,1.408568,-0.216170
0.598157,-0.801379,1.408792,-0.215828
0.598462,-0.801151,1.409016,-0.215486
0.598768,-0.800922,1.409239,-0.215144
0.599074,-0.800694,1.409463,-0.214802
0.599379,-0.800465,1.409686,-0.214460
0.599685,-0.800236,1.409910,-0.214118
0.599990,-0.800008,1.410134,-0.213776
0.600295,-0.799779,1.410357,-0.213435
0.600600,-0.799550,1.410581,-0.213093
0.600905,-0.799321,1.410804,-0.212752
0.601209,-0.799092,1.411028,-0.212411
0.601514,-0.798862,1.411251,-0.212070
0.601818,-0.798633,1.411475,-0.211729
0.602123,-0.798403,1.411698,-0.211388
0.602427,-0.798174,1.411922,-0.211047
0.602731,-0.797944,1.412145,-0.210706
0.603035,-0.797715,1.412369,-0.210365
0.603339,-0.797485,1.412592,-0.210025
0.603643,-0.797255,1.412816,-0.209684
0.603946,-0.797025,1.413039,-0.209344
0.604250,-0.796795,1.413263,-0.209004
0.604553,-0.796565,1.413486,-0.208664
0.604856,-0.796335,1.413709,-0.208324
0.605159,-0.796104,1.413933,-0.207984
0.605462,-0.795874,1.414156,-0.207644
0.605765,-0.795643,1.414380,-0.207304
0.606068,-0.795413,1.414603,-0.206965
0.606371,-0.795182,1.414826,-0.206625
0.606673,-0.794951,1.415050,-0.206286
0.606975,-0.794721,1.415273,-0.205947
0.607278,-0.794490,1.415496,-0.205608
0.607580,-0.794259,1.415720,-0.205269
0.607882,-0.794028,1.415943,-0.204930
0.608183,-0.793797,1.416166,-0.204591
0.608485,-0.793565,1.416390,-0.204252
0.608787,-0.793334,1.416613,-0.203913
0.609088,-0.793103,1.416836,-0.203575
0.609390,-0.792871,1.417060,-0.203236
0.609691,-0.792639,1.417283,-0.202898
0.609992,-0.792408,1.417506,-0.202560
0.610293,-0.792176,1.417729,-0.202222
0.610594,-0.791944,1.417953,-0.201884
0.610894,-0.791712,1.418176,-0.201546
0.611195,-0.791480,1.418399,-0.201208
0.611495,-0.791248,1.418622,-0.200870
0.611796,-0.791016,1.418846,-0.200533
0.612096,-0.790784,1.419069,-0.200195
0.612396,-0.790551,1.419292,-0.199858
0.612696,-0.790319,1.419515,-0.199521
0.612996,-0.790086,1.419738,-0.199184
0.613295,-0.789854,1.419962,-0.198846
0.613595,-0.789621,1.420185,-0.198509
0.613894,-0.789388,1.420408,-0.198173
0.614194,-0.789155,1.420631,-0.197836
0.614493,-0.788922,1.420854,-0.197499
0.614792,-0.788689,1.421077,-0.197163
0.615091,-0.788456,1.421300,-0.196826
0.615390,-0.788223,1.421523,-0.196490
0.615688,-0.787990,1.421746,-0.196154
0.615987,-0.787757,1.421970,-0.195818
0.616285,-0.787523,1.422193,-0.195482
0.616583,-0.787290,1.422416,-0.195146
0.616882,-0.787056,1.422639,-0.194810
0.617180,-0.786822,1.422862,-0.194474
0.617478,-0.786589,1.423085,-0.194139
0.617775,-0.786355,1.423308,-0.193803
0.618073,-0.786121,1.423531,-0.193468
0.618371,-0.785887,1.423754,-0.193132
0.618668,-0.785653,1.423977,-0.192797
0.618965,-0.785418,1.424200,-0.192462
0.619262,-0.785184,1.424423,-0.192127
0.619559,-0.784950,1.424646,-0.191792
0.619856,-0.784715,1.424869,-0.191458
0.620153,-0.784481,1.425092,-0.191123
0.620450,-0.784246,1.425315,-0.190788
0.620746,-0.784012,1.425538,-0.190454
0.621043,-0.783777,1.425760,-0.190120
0.621339,-0.783542,1.425983,-0.189785
0.621635,-0.783307,1.426206,-0.189451
0.621931,-0.783072,1.426429,-0.189117
0.622227,-0.782837,1.426652,-0.188783
0.622522,-0.782602,1.426875,-0.188450
0.622818,-0.782367,1.427098,-0.188116
0.623114,-0.782131,1.427321,-0.187782
0.623409,-0.781896,1.427544,-0.187449
0.623704,-0.781660,1.427766,-0.187115
0.623999,-0.781425,1.427989,-0.186782
0.624294,-0.781189,1.428212,-0.186449
0.624589,-0.780954,1.428435,-0.186116
0.624884,-0.780718,1.428658,-0.185783
0.625178,-0.780482,1.428880,-0.185450
0.625473,-0.780246,1.429103,-0.185117
0.625767,-0.780010,1.429326,-0.184785
0.626061,-0.779774,1.429549,-0.184452
0.626355,-0.779538,1.429772,-0.184120
0.626649,-0.779301,1.429994,-0.183787
0.626943,-0.779065,1.430217,-0.183455
0.627237,-0.778828,1.430440,-0.183123
0.627531,-0.778592,1.430662,-0.182791
0.627824,-0.778355,1.430885,-0.182459
0.628117,-0.778119,1.431108,-0.182127
0.628410,-0.777882,1.431331,-0.181795
0.628704,-0.777645,1.431553,-0.181464
0.628996,-0.777408,1.431776,-0.181132
0.629289,-0.777171,1.431999,-0.180801
0.629582,-0.776934,1.432221,-0.180470
0.629874,-0.776697,1.432444,-0.180138
0.630167,-0.776460,1.432667,-0.179807
0.630459,-0.776222,1.432889,-0.179476
0.630751,-0.775985,1.433112,-0.179145
0.631043,-0.775748,1.433334,-0.178815
0.631335,-0.775510,1.433557,-0.178484
0.631627,-0.775272,1.433780,-0.178153
0.631919,-0.775035,1.434002,-0.177823
0.632210,-0.774797,1.434225,-0.177493
0.632501,-0.774559,1.434447,-0.177162
0.632793,-0.774321,1.434670,-0.176832
0.633084,-0.774083,1.434892,-0.176502
0.633375,-0.773845,1.435115,-0.176172
0.633666,-0.773607,1.435337,-0.175842
0.633956,-0.773369,1.435560,-0.175513
0.634247,-0.773130,1.435782,-0.175183
0.634538,-0.772892,1.436005,-0.174854
0.634828,-0.772654,1.436227,-0.174524
0.635118,-0.772415,1.436450,-0.174195
0.635408,-0.772176,1.436672,-0.173866
0.635698,-0.771938,1.436895,-0.173537
0.635988,-0.771699,1.437117,-0.173208
0.636278,-0.771460,1.437340,-0.172879
0.636567,-0.771221,1.437562,-0.172550
0.636857,-0.770982,1.437785,-0.172221
0.637146,-0.770743,1.438007,-0.171893
0.637435,-0.770504,1.438229,-0.171564
0.637724,-0.770265,1.438452,-0.171236
0.638013,-0.770025,1.438674,-0.170908
0.638302,-0.769786,1.438897,-0.170580
0.638591,-0.769547,1.439119,-0.170251
0.638879,-0.769307,1.439341,-0.169924
0.639168,-0.769067,1.439564,-0.169596
0.639456,-0.768828,1.439786,-0.169268
0.639744,-0.768588,1.440008,-0.168940
0.640032,-0.768348,1.440231,-0.168613
0.640320,-0.768108,1.440453,-0.168285
0.640608,-0.767868,1.440675,-0.167958
0.640896,-0.767628,1.440898,-0.167631
0.641183,-0.767388,1.441120,-0.167304
0.641470,-0.767148,1.441342,-0.166977
0.641758,-0.766907,1.441564,-0.166650
0.642045,-0.766667,1.441787,-0.166323
0.642332,-0.766427,1.442009,-0.165997
0.642619,-0.766186,1.442231,-0.165670
0.642905,-0.765946,1.442453,-0.165343
0.643192,-0.765705,1.442676,-0.165017
0.643478,-0.765464,1.442898,-0.164691
0.643765,-0.765223,1.443120,-0.164365
0.644051,-0.764983,1.443342,-0.164039
0.644337,-0.764742,1.443564,-0.163713
0.644623,-0.764501,1.443787,-0.163387
0.644909,-0.764259,1.444009,-0.163061
0.645195,-0.764018,1.444231,-0.162736
0.645480,-0.763777,1.444453,-0.162410
0.645766,-0.763536,1.444675,-0.162085
0.646051,-0.763294,1.444897,-0.161759
0.646336,-0.763053,1.445119,-0.161434
0.646621,-0.762811,1.445342,-0.161109
0.646906,-0.762570,1.445564,-0.160784
0.647191,-0.762328,1.445786,-0.160459
0.647475,-0.762086,1.446008,-0.160134
0.647760,-0.761844,1.446230,-0.159810
0.648044,-0.761603,1.446452,-0.159485
0.648329,-0.761361,1.446674,-0.159161
0.648613,-0.761119,1.446896,-0.158836
0.648897,-0.760876,1.447118,-0.158512
0.649181,-0.760634,1.447340,-0.158188
0.649464,-0.760392,1.447562,-0.157864
0.649748,-0.760150,1.447784,-0.157540
0.650032,-0.759907,1.448006,-0.157216
0.650315,-0.759665,1.448228,-0.156892
0.650598,-0.759422,1.448450,-0.156569
0.650881,-0.759180,1.448672,-0.156245
0.651164,-0.758937,1.448894,-0.155922
0.651447,-0.758694,1.449116,-0.155598
0.651730,-0.758451,1.449338,-0.155275
0.652012,-0.758208,1.449560,-0.154952
0.652295,-0.757965,1.449782,-0.154629
0.652577,-0.757722,1.450004,-0.154306
0.652859,-0.757479,1.450226,-0.153984
0.653141,-0.757236,1.450448,-0.153661
0.653423,-0.756993,1.450669,-0.153338
0.653705,-0.756749,1.450891,-0.153016
0.653987,-0.756506,1.451113,-0.152693
0.654268,-0.756262,1.451335,-0.152371
0.654550,-0.756019,1.451557,-0.152049
0.654831,-0.755775,1.451779,-0.151727
0.655112,-0.755532,1.452001,-0.151405
0.655393,-0.755288,1.452222,-0.151083
0.655674,-0.755044,1.452444,-0.150761
0.655955,-0.754800,1.452666,-0.150440
