theta1,theta2,p1,p2
1.355627,1.762977,-4.543009,-0.488730
1.355273,1.763253,-4.545368,-0.489306
1.354919,1.763529,-4.547728,-0.489881
1.354565,1.763805,-4.550088,-0.490456
1.354211,1.764080,-4.552449,-0.491030
1.353857,1.764356,-4.554810,-0.491604
1.353503,1.764631,-4.557171,-0.492177
1.353149,1.764907,-4.559533,-0.492750
1.352795,1.765182,-4.561895,-0.493322
1.352441,1.765457,-4.564257,-0.493894
1.352087,1.765732,-4.566620,-0.494466
1.351733,1.766006,-4.568983,-0.495036
1.351379,1.766281,-4.571346,-0.495607
1.351024,1.766556,-4.573710,-0.496177
1.350670,1.766830,-4.576074,-0.496746
1.350316,1.767104,-4.578439,-0.497315
1.349962,1.767379,-4.580804,-0.497884
1.349607,1.767653,-4.583169,-0.498452
1.349253,1.767927,-4.585535,-0.499020
1.348898,1.768200,-4.587901,-0.499587
1.348544,1.768474,-4.590267,-0.500154
1.348190,1.768748,-4.592634,-0.500720
1.347835,1.769021,-4.595001,-0.501286
1.347481,1.769294,-4.597368,-0.501851
1.347126,1.769568,-4.599736,-0.502416
1.346771,1.769841,-4.602104,-0.502980
1.346417,1.770114,-4.604473,-0.503544
1.346062,1.770387,-4.606842,-0.504108
1.345708,1.770659,-4.609211,-0.504671
1.345353,1.770932,-4.611580,-0.505233
1.344998,1.771204,-4.613950,-0.505795
1.344643,1.771477,-4.616320,-0.506357
1.344289,1.771749,-4.618691,-0.506918
1.343934,1.772021,-4.621062,-0.507479
1.343579,1.772293,-4.623433,-0.508039
1.343224,1.772565,-4.625804,-0.508599
1.342869,1.772836,-4.628176,-0.509159
1.342515,1.773108,-4.630548,-0.509718
1.342160,1.773380,-4.632921,-0.510276
1.341805,1.773651,-4.635294,-0.510834
1.341450,1.773922,-4.637667,-0.511392
1.341095,1.774193,-4.640040,-0.511949
1.340740,1.774464,-4.642414,-0.512506
1.340385,1.774735,-4.644788,-0.513062
1.340030,1.775006,-4.647163,-0.513618
1.339674,1.775276,-4.649538,-0.514173
1.339319,1.775547,-4.651913,-0.514728
1.338964,1.775817,-4.654288,-0.515283
1.338609,1.776087,-4.656664,-0.515837
1.338254,1.776357,-4.659040,-0.516391
1.337899,1.776627,-4.661416,-0.516944
1.337543,1.776897,-4.663793,-0.517497
1.337188,1.777167,-4.666170,-0.518049
1.336833,1.777437,-4.668547,-0.518601
1.336477,1.777706,-4.670925,-0.519152
1.336122,1.777975,-4.673303,-0.519703
1.335767,1.778245,-4.675681,-0.520254
1.335411,1.778514,-4.678059,-0.520804
1.335056,1.778783,-4.680438,-0.521354
1.334700,1.779051,-4.682817,-0.521903
1.334345,1.779320,-4.685197,-0.522452
1.333989,1.779589,-4.687577,-0.523001
1.333634,1.779857,-4.689957,-0.523549
1.333278,1.780125,-4.692337,-0.524096
1.332923,1.780394,-4.694717,-0.524644
1.332567,1.780662,-4.697098,-0.525190
1.332211,1.780930,-4.699480,-0.525737
1.331856,1.781197,-4.701861,-0.526283
1.331500,1.781465,-4.704243,-0.526828
1.331144,1.781733,-4.706625,-0.527373
1.330789,1.782000,-4.709007,-0.527918
1.330433,1.782267,-4.711390,-0.528462
1.330077,1.782535,-4.713773,-0.529006
1.329721,1.782802,-4.716156,-0.529549
1.329365,1.783068,-4.718539,-0.530093
1.329010,1.783335,-4.720923,-0.530635
1.328654,1.783602,-4.723307,-0.531177
1.328298,1.783868,-4.725691,-0.531719
1.327942,1.784135,-4.728076,-0.532260
1.327586,1.784401,-4.730461,-0.532801
1.327230,1.784667,-4.732846,-0.533342
1.326874,1.784933,-4.735231,-0.533882
1.326518,1.785199,-4.737617,-0.534422
1.326162,1.785465,-4.740003,-0.534961
1.325806,1.785730,-4.742389,-0.535500
1.325450,1.785996,-4.744775,-0.536038
1.325094,1.786261,-4.747162,-0.536577
1.324737,1.786526,-4.749549,-0.537114
1.324381,1.786791,-4.751936,-0.537652
1.324025,1.787056,-4.754324,-0.538188
1.323669,1.787321,-4.756711,-0.538725
1.323313,1.787586,-4.759099,-0.539261
1.322956,1.787850,-4.761488,-0.539797
1.322600,1.788115,-4.763876,-0.540332
1.322244,1.788379,-4.766265,-0.540867
1.321887,1.788643,-4.768654,-0.541402
1.321531,1.788907,-4.771043,-0.541936
1.321175,1.789171,-4.773433,-0.542469
1.320818,1.789435,-4.775822,-0.543003
1.320462,1.789699,-4.778212,-0.543536
1.320105,1.789962,-4.780602,-0.544068
1.319749,1.790226,-4.782993,-0.544600
1.319392,1.790489,-4.785384,-0.545132
1.319036,1.790752,-4.787775,-0.545663
1.318679,1.791015,-4.790166,-0.546194
1.318323,1.791278,-4.792557,-0.546725
1.317966,1.791540,-4.794949,-0.547255
1.317609,1.791803,-4.797341,-0.547785
1.317253,1.792065,-4.799733,-0.548315
1.316896,1.792328,-4.802125,-0.548844
1.316539,1.792590,-4.804518,-0.549372
1.316183,1.792852,-4.806910,-0.549901
1.315826,1.793114,-4.809303,-0.550429
1.315469,1.793376,-4.811697,-0.550956
1.315112,1.793637,-4.814090,-0.551483
1.314755,1.793899,-4.816484,-0.552010
1.314399,1.794160,-4.818878,-0.552537
1.314042,1.794421,-4.821272,-0.553063
1.313685,1.794683,-4.823666,-0.553588
1.313328,1.794944,-4.826060,-0.554114
1.312971,1.795204,-4.828455,-0.554638
1.312614,1.795465,-4.830850,-0.555163
1.312257,1.795726,-4.833245,-0.555687
1.311900,1.795986,-4.835641,-0.556211
1.311543,1.796246,-4.838036,-0.556734
1.311186,1.796507,-4.840432,-0.557258
1.310829,1.796767,-4.842828,-0.557780
1.310472,1.797026,-4.845224,-0.558303
1.310115,1.797286,-4.847621,-0.558825
1.309758,1.797546,-4.850017,-0.559346
1.309401,1.797805,-4.852414,-0.559867
1.309043,1.798065,-4.854811,-0.560388
1.308686,1.798324,-4.857208,-0.560909
1.308329,1.798583,-4.859605,-0.561429
1.307972,1.798842,-4.862003,-0.561949
1.307614,1.799101,-4.864401,-0.562468
1.307257,1.799359,-4.866799,-0.562987
1.306900,1.799618,-4.869197,-0.563506
1.306542,1.799876,-4.871595,-0.564025
1.306185,1.800135,-4.873994,-0.564543
1.305828,1.800393,-4.876392,-0.565060
1.305470,1.800651,-4.878791,-0.565578
1.305113,1.800909,-4.881190,-0.566095
1.304755,1.801166,-4.883589,-0.566611
1.304398,1.801424,-4.885989,-0.567127
1.304041,1.801681,-4.888388,-0.567643
1.303683,1.801939,-4.890788,-0.568159
1.303325,1.802196,-4.893188,-0.568674
1.302968,1.802453,-4.895588,-0.569189
1.302610,1.802710,-4.897988,-0.569704
1.302253,1.802966,-4.900389,-0.570218
1.301895,1.803223,-4.902789,-0.570732
1.301538,1.803480,-4.905190,-0.571245
1.301180,1.803736,-4.907591,-0.571758
1.300822,1.803992,-4.909992,-0.572271
1.300464,1.804248,-4.912393,-0.572784
1.300107,1.804504,-4.914795,-0.573296
1.299749,1.804760,-4.917196,-0.573808
1.299391,1.805016,-4.919598,-0.574319
1.299033,1.805271,-4.922000,-0.574830
1.298676,1.805526,-4.924402,-0.575341
1.298318,1.805782,-4.926804,-0.575852
1.297960,1.806037,-4.929207,-0.576362
1.297602,1.806292,-4.931609,-0.576872
1.297244,1.806546,-4.934012,-0.577381
1.296886,1.806801,-4.936414,-0.577890
1.296528,1.807056,-4.938817,-0.578399
1.296170,1.807310,-4.941220,-0.578908
1.295812,1.807564,-4.943624,-0.579416
1.295454,1.807818,-4.946027,-0.579924
1.295096,1.808072,-4.948430,-0.580431
1.294738,1.808326,-4.950834,-0.580938
1.294380,1.808580,-4.953238,-0.581445
1.294022,1.808834,-4.955642,-0.581952
1.293664,1.809087,-4.958046,-0.582458
1.293306,1.809340,-4.960450,-0.582964
1.292948,1.809593,-4.962854,-0.583469
1.292590,1.809846,-4.965259,-0.583975
1.292231,1.810099,-4.967663,-0.584480
1.291873,1.810352,-4.970068,-0.584984
1.291515,1.810605,-4.972473,-0.585489
1.291157,1.810857,-4.974878,-0.585993
1.290798,1.811109,-4.977283,-0.586496
1.290440,1.811361,-4.979688,-0.587000
1.290082,1.811613,-4.982093,-0.587503
1.289723,1.811865,-4.984498,-0.588006
1.289365,1.812117,-4.986904,-0.588508
1.289007,1.812369,-4.989310,-0.589010
1.288648,1.812620,-4.991715,-0.589512
1.288290,1.812871,-4.994121,-0.590014
1.287931,1.813123,-4.996527,-0.590515
1.287573,1.813374,-4.998933,-0.591016
1.287214,1.813624,-5.001339,-0.591516
1.286856,1.813875,-5.003746,-0.592017
1.286497,1.814126,-5.006152,-0.592517
1.286139,1.814376,-5.008558,-0.593016
1.285780,1.814627,-5.010965,-0.593516
1.285422,1.814877,-5.013372,-0.594015
1.285063,1.815127,-5.015779,-0.594514
1.284705,1.815377,-5.018185,-0.595012
1.284346,1.815626,-5.020592,-0.595511
1.283987,1.815876,-5.022999,-0.596008
1.283629,1.816125,-5.025407,-0.596506
1.283270,1.816375,-5.027814,-0.597003
1.282911,1.816624,-5.030221,-0.597500
1.282552,1.816873,-5.032629,-0.597997
1.282194,1.817122,-5.035036,-0.598494
1.281835,1.817370,-5.037444,-0.598990
1.281476,1.817619,-5.039851,-0.599486
1.281117,1.817868,-5.042259,-0.599981
1.280758,1.818116,-5.044667,-0.600477
1.280399,1.818364,-5.047075,-0.600972
1.280041,1.818612,-5.049483,-0.601466
1.279682,1.818860,-5.051891,-0.601961
1.279323,1.819108,-5.054299,-0.602455
1.278964,1.819355,-5.056707,-0.602949
1.278605,1.819603,-5.059116,-0.603443
1.278246,1.819850,-5.061524,-0.603936
1.277887,1.820097,-5.063932,-0.604429
1.277528,1.820344,-5.066341,-0.604922
1.277169,1.820591,-5.068749,-0.605414
1.276810,1.820838,-5.071158,-0.605907
1.276451,1.821084,-5.073567,-0.606399
1.276091,1.821331,-5.075975,-0.606890
1.275732,1.821577,-5.078384,-0.607382
1.275373,1.821823,-5.080793,-0.607873
1.275014,1.822069,-5.083202,-0.608364
1.274655,1.822315,-5.085611,-0.608854
1.274296,1.822561,-5.088020,-0.609345
1.273936,1.822806,-5.090429,-0.609835
1.273577,1.823052,-5.092838,-0.610324
1.273218,1.823297,-5.095247,-0.610814
1.272859,1.823542,-5.097657,-0.611303
1.272499,1.823787,-5.100066,-0.611792
1.272140,1.824032,-5.102475,-0.612281
1.271781,1.824277,-5.104885,-0.612769
1.271421,1.824521,-5.107294,-0.613258
1.271062,1.824765,-5.109703,-0.613745
1.270703,1.825010,-5.112113,-0.614233
1.270343,1.825254,-5.114522,-0.614721
1.269984,1.825498,-5.116932,-0.615208
1.269624,1.825742,-5.119342,-0.615695
1.269265,1.825985,-5.121751,-0.616181
1.268905,1.826229,-5.124161,-0.616668
1.268546,1.826472,-5.126571,-0.617154
1.268186,1.826715,-5.128980,-0.617640
1.267827,1.826958,-5.131390,-0.618125
1.267467,1.827201,-5.133800,-0.618611
1.267107,1.827444,-5.136210,-0.619096
1.266748,1.827687,-5.138619,-0.619581
1.266388,1.827929,-5.141029,-0.620065
1.266029,1.828172,-5.143439,-0.620550
1.265669,1.828414,-5.145849,-0.621034
1.265309,1.828656,-5.148259,-0.621518
1.264949,1.828898,-5.150669,-0.622002
1.264590,1.829139,-5.153079,-0.622485
1.264230,1.829381,-5.155489,-0.622968
1.263870,1.829622,-5.157898,-0.623451
1.263510,1.829864,-5.160308,-0.623934
1.263151,1.830105,-5.162718,-0.624416
1.262791,1.830346,-5.165128,-0.624898
1.262431,1.830587,-5.167538,-0.625380
1.262071,1.830827,-5.169948,-0.625862
1.261711,1.831068,-5.172358,-0.626344
1.261351,1.831308,-5.174768,-0.626825
1.260991,1.831549,-5.177178,-0.627306
1.260631,1.831789,-5.179588,-0.627787
1.260271,1.832029,-5.181998,-0.628267
1.259912,1.832269,-5.184408,-0.628748
1.259552,1.832508,-5.186818,-0.629228
1.259192,1.832748,-5.189228,-0.629708
1.258831,1.832987,-5.191638,-0.630187
1.258471,1.833226,-5.194048,-0.630667
1.258111,1.833465,-5.196458,-0.631146
1.257751,1.833704,-5.198868,-0.631625
1.257391,1.833943,-5.201278,-0.632104
1.257031,1.834182,-5.203687,-0.632582
1.256671,1.834420,-5.206097,-0.633061
1.256311,1.834658,-5.208507,-0.633539
1.255951,1.834897,-5.210917,-0.634017
1.255590,1.835135,-5.213327,-0.634494
1.255230,1.835373,-5.215736,-0.634972
1.254870,1.835610,-5.218146,-0.635449
1.254510,1.835848,-5.220556,-0.635926
1.254149,1.836085,-5.222966,-0.636403
1.253789,1.836322,-5.225375,-0.636879
1.253429,1.836560,-5.227785,-0.637356
1.253068,1.836797,-5.230194,-0.637832
1.252708,1.837033,-5.232604,-0.638308
1.252348,1.837270,-5.235014,-0.638783
1.251987,1.837507,-5.237423,-0.639259
1.251627,1.837743,-5.239832,-0.639734
1.251266,1.837979,-5.242242,-0.640209
1.250906,1.838215,-5.244651,-0.640684
1.250546,1.838451,-5.247061,-0.641159
1.250185,1.838687,-5.249470,-0.641633
1.249825,1.838922,-5.251879,-0.642108
1.249464,1.839158,-5.254288,-0.642582
1.249103,1.839393,-5.256697,-0.643055
1.248743,1.839628,-5.259106,-0.643529
1.248382,1.839863,-5.261515,-0.644003
1.248022,1.840098,-5.263924,-0.644476
1.247661,1.840333,-5.266333,-0.644949
1.247301,1.840568,-5.268742,-0.645422
1.246940,1.840802,-5.271151,-0.645894
1.246579,1.841036,-5.273560,-0.646367
1.246219,1.841270,-5.275969,-0.646839
1.245858,1.841504,-5.278377,-0.647311
1.245497,1.841738,-5.280786,-0.647783
1.245136,1.841972,-5.283194,-0.648255
1.244776,1.842205,-5.285603,-0.648726
1.244415,1.842438,-5.288011,-0.649198
1.244054,1.842672,-5.290419,-0.649669
1.243693,1.842905,-5.292828,-0.650140
1.243332,1.843137,-5.295236,-0.650611
1.242972,1.843370,-5.297644,-0.651081
1.242611,1.843603,-5.300052,-0.651552
1.242250,1.843835,-5.302460,-0.652022
1.241889,1.844067,-5.304868,-0.652492
1.241528,1.844300,-5.307275,-0.652962
1.241167,1.844531,-5.309683,-0.653431
1.240806,1.844763,-5.312091,-0.653901
1.240445,1.844995,-5.314498,-0.654370
1.240084,1.845226,-5.316906,-0.654839
1.239723,1.845458,-5.319313,-0.655308
1.239362,1.845689,-5.321720,-0.655777
1.239001,1.845920,-5.324127,-0.656246
1.238640,1.846151,-5.326535,-0.656714
1.238279,1.846382,-5.328942,-0.657182
1.237918,1.846612,-5.331348,-0.657650
1.237557,1.846843,-5.333755,-0.658118
1.237195,1.847073,-5.336162,-0.658586
1.236834,1.847303,-5.338569,-0.659054
1.236473,1.847533,-5.340975,-0.659521
1.236112,1.847763,-5.343381,-0.659988
1.235751,1.847992,-5.345788,-0.660455
1.235389,1.848222,-5.348194,-0.660922
1.235028,1.848451,-5.350600,-0.661389
1.234667,1.848680,-5.353006,-0.661855
1.234306,1.848909,-5.355412,-0.662322
1.233944,1.849138,-5.357818,-0.662788
1.233583,1.849367,-5.360223,-0.663254
1.233222,1.849595,-5.362629,-0.663720
1.232860,1.849824,-5.365034,-0.664186
1.232499,1.850052,-5.367440,-0.664652
1.232138,1.850280,-5.369845,-0.665117
1.231776,1.850508,-5.372250,-0.665582
1.231415,1.850736,-5.374655,-0.666047
1.231053,1.850964,-5.377060,-0.666512
1.230692,1.851191,-5.379465,-0.666977
1.230330,1.851418,-5.381869,-0.667442
1.229969,1.851646,-5.384274,-0.667906
1.229607,1.851873,-5.386678,-0.668371
1.229246,1.852099,-5.389082,-0.668835
1.228884,1.852326,-5.391487,-0.669299
1.228523,1.852553,-5.393890,-0.669763
1.228161,1.852779,-5.396294,-0.670227
1.227799,1.853005,-5.398698,-0.670690
1.227438,1.853231,-5.401102,-0.671154
1.227076,1.853457,-5.403505,-0.671617
1.226714,1.853683,-5.405908,-0.672081
1.226353,1.853909,-5.408312,-0.672544
1.225991,1.854134,-5.410715,-0.673007
1.225629,1.854359,-5.413117,-0.673469
1.225268,1.854584,-5.415520,-0.673932
1.224906,1.854809,-5.417923,-0.674394
1.224544,1.855034,-5.420325,-0.674857
1.224182,1.855259,-5.422728,-0.675319
1.223821,1.855483,-5.425130,-0.675781
1.223459,1.855708,-5.427532,-0.676243
1.223097,1.855932,-5.429934,-0.676705
1.222735,1.856156,-5.432335,-0.677167
1.222373,1.856380,-5.434737,-0.677628
1.222011,1.856604,-5.437138,-0.678090
1.221649,1.856827,-5.439539,-0.678551
1.221287,1.857051,-5.441940,-0.679012
1.220925,1.857274,-5.444341,-0.679473
1.220563,1.857497,-5.446742,-0.679934
1.220201,1.857720,-5.449143,-0.680395
1.219839,1.857943,-5.451543,-0.680856
1.219477,1.858165,-5.453943,-0.681316
1.219115,1.858388,-5.456343,-0.681777
1.218753,1.858610,-5.458743,-0.682237
1.218391,1.858832,-5.461143,-0.682697
1.218029,1.859054,-5.463543,-0.683157
1.217667,1.859276,-5.465942,-0.683617
1.217305,1.859498,-5.468341,-0.684077
1.216943,1.859719,-5.470740,-0.684537
1.216581,1.859940,-5.473139,-0.684996
1.216218,1.860162,-5.475538,-0.685456
1.215856,1.860383,-5.477936,-0.685915
1.215494,1.860603,-5.480335,-0.686374
1.215132,1.860824,-5.482733,-0.686833
1.214769,1.861045,-5.485131,-0.687292
1.214407,1.861265,-5.487529,-0.687751
1.214045,1.861485,-5.489926,-0.688210
1.213683,1.861705,-5.492324,-0.688669
1.213320,1.861925,-5.494721,-0.689127
1.212958,1.862145,-5.497118,-0.689586
1.212596,1.862365,-5.499515,-0.690044
1.212233,1.862584,-5.501912,-0.690503
1.211871,1.862803,-5.504308,-0.690961
1.211508,1.863023,-5.506704,-0.691419
1.211146,1.863242,-5.509100,-0.691877
1.210784,1.863460,-5.511496,-0.692335
1.210421,1.863679,-5.513892,-0.692792
1.210059,1.863898,-5.516287,-0.693250
1.209696,1.864116,-5.518683,-0.693708
1.209334,1.864334,-5.521078,-0.694165
1.208971,1.864552,-5.523472,-0.694622
1.208608,1.864770,-5.525867,-0.695080
1.208246,1.864988,-5.528261,-0.695537
1.207883,1.865205,-5.530656,-0.695994
1.207521,1.865422,-5.533050,-0.696451
1.207158,1.865640,-5.535443,-0.696908
1.206795,1.865857,-5.537837,-0.697365
1.206433,1.866074,-5.540230,-0.697821
1.206070,1.866290,-5.542624,-0.698278
1.205707,1.866507,-5.545017,-0.698735
1.205345,1.866723,-5.547409,-0.699191
1.204982,1.866940,-5.549802,-0.699647
1.204619,1.867156,-5.552194,-0.700104
1.204256,1.867372,-5.554586,-0.700560
1.203894,1.867587,-5.556978,-0.701016
1.203531,1.867803,-5.559369,-0.701472
1.203168,1.868018,-5.561761,-0.701928
1.202805,1.868234,-5.564152,-0.702384
1.202442,1.868449,-5.566543,-0.702840
1.202079,1.868664,-5.568933,-0.703295
1.201716,1.868879,-5.571324,-0.703751
1.201354,1.869093,-5.573714,-0.704207
1.200991,1.869308,-5.576104,-0.704662
1.200628,1.869522,-5.578494,-0.705117
1.200265,1.869736,-5.580883,-0.705573
1.199902,1.869950,-5.583273,-0.706028
1.199539,1.870164,-5.585662,-0.706483
1.199176,1.870378,-5.588050,-0.706938
1.198813,1.870591,-5.590439,-0.707393
1.198450,1.870804,-5.592827,-0.707848
1.198087,1.871018,-5.595215,-0.708303
1.197723,1.871231,-5.597603,-0.708758
1.197360,1.871443,-5.599990,-0.709213
1.196997,1.871656,-5.602378,-0.709668
1.196634,1.871869,-5.604765,-0.710122
1.196271,1.872081,-5.607151,-0.710577
1.195908,1.872293,-5.609538,-0.711031
1.195545,1.872505,-5.611924,-0.711486
1.195181,1.872717,-5.614310,-0.711940
1.194818,1.872929,-5.616696,-0.712394
1.194455,1.873140,-5.619081,-0.712849
1.194092,1.873352,-5.621467,-0.713303
1.193728,1.873563,-5.623852,-0.713757
1.193365,1.873774,-5.626236,-0.714211
1.193002,1.873985,-5.628621,-0.714665
1.192638,1.874196,-5.631005,-0.715119
1.192275,1.874406,-5.633389,-0.715573
1.191912,1.874617,-5.635772,-0.716027
1.191548,1.874827,-5.638156,-0.716481
1.191185,1.875037,-5.640539,-0.716935
1.190821,1.875247,-5.642922,-0.717388
1.190458,1.875457,-5.645304,-0.717842
1.190094,1.875666,-5.647686,-0.718296
1.189731,1.875876,-5.650068,-0.718749
1.189367,1.876085,-5.652450,-0.719203
1.189004,1.876294,-5.654831,-0.719656
1.188640,1.876503,-5.657212,-0.720110
1.188277,1.876712,-5.659593,-0.720563
1.187913,1.876921,-5.661974,-0.721017
1.187550,1.877129,-5.664354,-0.721470
1.187186,1.877337,-5.666734,-0.721923
1.186822,1.877546,-5.669114,-0.722376
1.186459,1.877753,-5.671493,-0.722830
1.186095,1.877961,-5.673872,-0.723283
1.185731,1.878169,-5.676251,-0.723736
1.185368,1.878376,-5.678630,-0.724189
1.185004,1.878584,-5.681008,-0.724642
1.184640,1.878791,-5.683386,-0.725095
1.184277,1.878998,-5.685763,-0.725548
1.183913,1.879205,-5.688141,-0.726001
1.183549,1.879411,-5.690518,-0.726454
1.183185,1.879618,-5.692894,-0.726907
1.182821,1.879824,-5.695271,-0.727360
1.182457,1.880030,-5.697647,-0.727813
1.182094,1.880236,-5.700023,-0.728265
1.181730,1.880442,-5.702398,-0.728718
1.181366,1.880648,-5.704773,-0.729171
1.181002,1.880853,-5.707148,-0.729624
1.180638,1.881059,-5.709523,-0.730076
1.180274,1.881264,-5.711897,-0.730529
1.179910,1.881469,-5.714271,-0.730982
1.179546,1.881674,-5.716645,-0.731434
1.179182,1.881878,-5.719018,-0.731887
1.178818,1.882083,-5.721391,-0.732340
1.178454,1.882287,-5.723764,-0.732792
1.178090,1.882491,-5.726136,-0.733245
1.177726,1.882695,-5.728508,-0.733697
1.177362,1.882899,-5.730880,-0.734150
1.176998,1.883103,-5.733251,-0.734602
1.176634,1.883306,-5.735622,-0.735055
1.176269,1.883510,-5.737993,-0.735507
1.175905,1.883713,-5.740363,-0.735960
1.175541,1.883916,-5.742733,-0.736412
1.175177,1.884119,-5.745103,-0.736865
1.174813,1.884321,-5.747473,-0.737317
1.174448,1.884524,-5.749842,-0.737770
1.174084,1.884726,-5.752210,-0.738222
1.173720,1.884928,-5.754579,-0.738674
1.173356,1.885131,-5.756947,-0.739127
1.172991,1.885332,-5.759314,-0.739579
1.172627,1.885534,-5.761682,-0.740032
1.172263,1.885736,-5.764049,-0.740484
1.171898,1.885937,-5.766416,-0.740936
1.171534,1.886138,-5.768782,-0.741389
1.171169,1.886339,-5.771148,-0.741841
1.170805,1.886540,-5.773514,-0.742294
1.170441,1.886741,-5.775879,-0.742746
1.170076,1.886941,-5.778244,-0.743198
1.169712,1.887142,-5.780608,-0.743651
1.169347,1.887342,-5.782973,-0.744103
1.168983,1.887542,-5.785337,-0.744556
1.168618,1.887742,-5.787700,-0.745008
1.168254,1.887941,-5.790063,-0.745461
1.167889,1.888141,-5.792426,-0.745913
1.167524,1.888340,-5.794789,-0.746365
1.167160,1.888539,-5.797151,-0.746818
1.166795,1.888738,-5.799512,-0.747270
1.166431,1.888937,-5.801874,-0.747723
1.166066,1.889136,-5.804235,-0.748175
1.165701,1.889334,-5.806595,-0.748628
1.165337,1.889533,-5.808956,-0.749080
1.164972,1.889731,-5.811316,-0.749533
1.164607,1.889929,-5.813675,-0.749985
1.164242,1.890127,-5.816034,-0.750438
1.163878,1.890325,-5.818393,-0.750891
1.163513,1.890522,-5.820752,-0.751343
1.163148,1.890719,-5.823110,-0.751796
1.162783,1.890917,-5.825467,-0.752249
1.162418,1.891114,-5.827825,-0.752701
1.162054,1.891310,-5.830182,-0.753154
1.161689,1.891507,-5.832538,-0.753607
1.161324,1.891704,-5.834894,-0.754059
1.160959,1.891900,-5.837250,-0.754512
1.160594,1.892096,-5.839605,-0.754965
1.160229,1.892292,-5.841961,-0.755418
1.159864,1.892488,-5.844315,-0.755871
1.159499,1.892684,-5.846669,-0.756323
1.159134,1.892879,-5.849023,-0.756776
1.158769,1.893074,-5.851377,-0.757229
1.158404,1.893270,-5.853730,-0.757682
