energia,T,V
5.000000,5.000000,-0.000000
5.000000,5.003103,-0.003103
5.000000,5.006208,-0.006208
5.000000,5.009315,-0.009315
5.000000,5.012424,-0.012424
5.000000,5.015535,-0.015535
5.000000,5.018648,-0.018648
5.000000,5.021763,-0.021762
5.000000,5.024879,-0.024879
5.000000,5.027998,-0.027998
5.000000,5.031118,-0.031118
5.000000,5.034241,-0.034240
5.000000,5.037365,-0.037365
5.000000,5.040491,-0.040491
5.000001,5.043619,-0.043619
5.000001,5.046750,-0.046749
5.000001,5.049882,-0.049881
5.000001,5.053016,-0.053015
5.000001,5.056152,-0.056150
5.000001,5.059289,-0.059288
5.000002,5.062429,-0.062428
5.000002,5.065571,-0.065569
5.000002,5.068715,-0.068712
5.000003,5.071860,-0.071858
5.000003,5.075008,-0.075005
5.000003,5.078157,-0.078154
5.000004,5.081309,-0.081305
5.000004,5.084462,-0.084458
5.000005,5.087617,-0.087613
5.000005,5.090774,-0.090769
5.000006,5.093933,-0.093928
5.000006,5.097094,-0.097088
5.000007,5.100257,-0.100251
5.000008,5.103422,-0.103415
5.000008,5.106589,-0.106581
5.000009,5.109758,-0.109749
5.000010,5.112929,-0.112919
5.000011,5.116101,-0.116091
5.000012,5.119276,-0.119264
5.000012,5.122453,-0.122440
5.000013,5.125631,-0.125618
5.000015,5.128811,-0.128797
5.000016,5.131994,-0.131978
5.000017,5.135178,-0.135161
5.000018,5.138364,-0.138346
5.000019,5.141552,-0.141533
5.000021,5.144743,-0.144722
5.000022,5.147935,-0.147913
5.000023,5.151129,-0.151105
5.000025,5.154325,-0.154300
5.000026,5.157522,-0.157496
5.000028,5.160722,-0.160694
5.000030,5.163924,-0.163894
5.000032,5.167128,-0.167096
5.000033,5.170333,-0.170300
5.000035,5.173541,-0.173506
5.000037,5.176750,-0.176713
5.000039,5.179962,-0.179923
5.000041,5.183175,-0.183134
5.000044,5.186391,-0.186347
5.000046,5.189608,-0.189562
5.000048,5.192827,-0.192779
5.000051,5.196048,-0.195998
5.000053,5.199272,-0.199218
5.000056,5.202497,-0.202441
5.000058,5.205724,-0.205665
5.000061,5.208953,-0.208891
5.000064,5.212184,-0.212120
5.000067,5.215417,-0.215350
5.000070,5.218651,-0.218581
5.000073,5.221888,-0.221815
5.000076,5.225127,-0.225051
5.000080,5.228368,-0.228288
5.000083,5.231610,-0.231527
5.000087,5.234855,-0.234768
5.000090,5.238101,-0.238011
5.000094,5.241350,-0.241256
5.000098,5.244600,-0.244503
5.000101,5.247853,-0.247751
5.000105,5.251107,-0.251001
5.000110,5.254363,-0.254254
5.000114,5.257621,-0.257508
5.000118,5.260882,-0.260763
5.000122,5.264144,-0.264021
5.000127,5.267408,-0.267281
5.000132,5.270674,-0.270542
5.000136,5.273942,-0.273805
5.000141,5.277212,-0.277071
5.000146,5.280484,-0.280338
5.000151,5.283758,-0.283606
5.000157,5.287033,-0.286877
5.000162,5.290311,-0.290149
5.000167,5.293591,-0.293424
5.000173,5.296873,-0.296700
5.000179,5.300156,-0.299978
5.000184,5.303442,-0.303258
5.000190,5.306729,-0.306539
5.000196,5.310019,-0.309823
5.000203,5.313310,-0.313108
5.000209,5.316604,-0.316395
5.000215,5.319899,-0.319684
5.000222,5.323197,-0.322975
5.000229,5.326496,-0.326267
5.000236,5.329797,-0.329562
5.000243,5.333101,-0.332858
5.000250,5.336406,-0.336156
5.000257,5.339713,-0.339456
5.000264,5.343022,-0.342758
5.000272,5.346333,-0.346061
5.000280,5.349646,-0.349367
5.000287,5.352961,-0.352674
5.000295,5.356278,-0.355983
5.000304,5.359597,-0.359294
5.000312,5.362918,-0.362606
5.000320,5.366241,-0.365921
5.000329,5.369566,-0.369237
5.000338,5.372892,-0.372555
5.000346,5.376221,-0.375875
5.000356,5.379552,-0.379196
5.000365,5.382885,-0.382520
5.000374,5.386219,-0.385845
5.000384,5.389556,-0.389172
5.000393,5.392895,-0.392501
5.000403,5.396235,-0.395832
5.000413,5.399578,-0.399164
5.000423,5.402922,-0.402499
5.000434,5.406269,-0.405835
5.000444,5.409617,-0.409173
5.000455,5.412967,-0.412513
5.000466,5.416320,-0.415854
5.000477,5.419674,-0.419197
5.000488,5.423031,-0.422543
5.000499,5.426389,-0.425889
5.000511,5.429749,-0.429238
5.000523,5.433111,-0.432589
5.000535,5.436475,-0.435941
5.000547,5.439842,-0.439295
5.000559,5.443210,-0.442651
5.000571,5.446580,-0.446009
5.000584,5.449952,-0.449368
5.000597,5.453326,-0.452729
5.000610,5.456702,-0.456092
5.000623,5.460080,-0.459457
5.000636,5.463460,-0.462824
5.000650,5.466842,-0.466192
5.000664,5.470226,-0.469562
5.000678,5.473612,-0.472934
5.000692,5.477000,-0.476308
5.000706,5.480390,-0.479683
5.000721,5.483781,-0.483061
5.000735,5.487175,-0.486440
5.000750,5.490571,-0.489821
5.000766,5.493969,-0.493203
5.000781,5.497368,-0.496588
5.000796,5.500770,-0.499974
5.000812,5.504174,-0.503362
5.000828,5.507580,-0.506751
5.000844,5.510987,-0.510143
5.000861,5.514397,-0.513536
5.000877,5.517808,-0.516931
5.000894,5.521222,-0.520328
5.000911,5.524638,-0.523726
5.000928,5.528055,-0.527127
5.000946,5.531475,-0.530529
5.000963,5.534896,-0.533933
5.000981,5.538320,-0.537338
5.000999,5.541745,-0.540746
5.001018,5.545172,-0.544155
5.001036,5.548602,-0.547566
5.001055,5.552033,-0.550978
5.001074,5.555467,-0.554393
5.001093,5.558902,-0.557809
5.001113,5.562339,-0.561227
5.001132,5.565779,-0.564646
5.001152,5.569220,-0.568068
5.001172,5.572663,-0.571491
5.001193,5.576108,-0.574916
5.001213,5.579556,-0.578342
5.001234,5.583005,-0.581771
5.001255,5.586456,-0.585201
5.001277,5.589909,-0.588633
5.001298,5.593365,-0.592066
5.001320,5.596822,-0.595502
5.001342,5.600281,-0.598939
5.001364,5.603742,-0.602378
5.001387,5.607205,-0.605818
5.001409,5.610670,-0.609261
5.001432,5.614137,-0.612705
5.001456,5.617606,-0.616151
5.001479,5.621078,-0.619598
5.001503,5.624551,-0.623048
5.001527,5.628026,-0.626499
5.001551,5.631503,-0.629951
5.001576,5.634982,-0.633406
5.001600,5.638463,-0.636862
5.001626,5.641946,-0.640320
5.001651,5.645431,-0.643780
5.001676,5.648918,-0.647241
5.001702,5.652406,-0.650704
5.001728,5.655897,-0.654169
5.001754,5.659390,-0.657636
5.001781,5.662885,-0.661104
5.001808,5.666382,-0.664574
5.001835,5.669881,-0.668046
5.001862,5.673382,-0.671519
5.001890,5.676885,-0.674995
5.001918,5.680390,-0.678472
5.001946,5.683896,-0.681950
5.001975,5.687405,-0.685431
5.002003,5.690916,-0.688913
5.002032,5.694429,-0.692397
5.002062,5.697944,-0.695882
5.002091,5.701460,-0.699369
5.002121,5.704979,-0.702858
5.002151,5.708500,-0.706349
5.002181,5.712023,-0.709841
5.002212,5.715547,-0.713335
5.002243,5.719074,-0.716831
5.002274,5.722603,-0.720329
5.002306,5.726134,-0.723828
5.002338,5.729666,-0.727329
5.002370,5.733201,-0.730831
5.002402,5.736738,-0.734336
5.002435,5.740276,-0.737842
5.002468,5.743817,-0.741349
5.002501,5.747360,-0.744859
5.002535,5.750904,-0.748370
5.002568,5.754451,-0.751883
5.002603,5.758000,-0.755397
5.002637,5.761550,-0.758913
5.002672,5.765103,-0.762431
5.002707,5.768657,-0.765951
5.002742,5.772214,-0.769472
5.002778,5.775773,-0.772995
5.002814,5.779333,-0.776520
5.002850,5.782896,-0.780046
5.002886,5.786460,-0.783574
5.002923,5.790027,-0.787104
5.002960,5.793595,-0.790635
5.002998,5.797166,-0.794168
5.003036,5.800739,-0.797703
5.003074,5.804313,-0.801239
5.003112,5.807890,-0.804778
5.003151,5.811468,-0.808317
5.003190,5.815049,-0.811859
5.003229,5.818631,-0.815402
5.003269,5.822216,-0.818947
5.003309,5.825802,-0.822493
5.003349,5.829390,-0.826042
5.003389,5.832981,-0.829592
5.003430,5.836573,-0.833143
5.003472,5.840168,-0.836696
5.003513,5.843764,-0.840251
5.003555,5.847363,-0.843808
5.003597,5.850963,-0.847366
5.003640,5.854566,-0.850926
5.003682,5.858170,-0.854488
5.003726,5.861776,-0.858051
5.003769,5.865385,-0.861616
5.003813,5.868995,-0.865182
5.003857,5.872607,-0.868751
5.003901,5.876222,-0.872320
5.003946,5.879838,-0.875892
5.003991,5.883457,-0.879465
5.004037,5.887077,-0.883040
5.004083,5.890699,-0.886617
5.004129,5.894324,-0.890195
5.004175,5.897950,-0.893775
5.004222,5.901578,-0.897356
5.004269,5.905208,-0.900939
5.004317,5.908841,-0.904524
5.004364,5.912475,-0.908111
5.004413,5.916111,-0.911699
5.004461,5.919750,-0.915289
5.004510,5.923390,-0.918880
5.004559,5.927032,-0.922473
5.004609,5.930676,-0.926068
5.004659,5.934323,-0.929664
5.004709,5.937971,-0.933262
5.004759,5.941621,-0.936862
5.004810,5.945273,-0.940463
5.004861,5.948927,-0.944066
5.004913,5.952584,-0.947671
5.004965,5.956242,-0.951277
5.005017,5.959902,-0.954885
5.005070,5.963564,-0.958494
5.005123,5.967228,-0.962105
5.005176,5.970894,-0.965718
5.005230,5.974563,-0.969332
5.005284,5.978233,-0.972948
5.005339,5.981905,-0.976566
5.005393,5.985579,-0.980185
5.005449,5.989255,-0.983806
5.005504,5.992933,-0.987429
5.005560,5.996613,-0.991053
5.005616,6.000295,-0.994679
5.005673,6.003979,-0.998306
5.005730,6.007665,-1.001935
5.005787,6.011353,-1.005566
5.005845,6.015043,-1.009198
5.005903,6.018735,-1.012832
5.005961,6.022429,-1.016468
5.006020,6.026125,-1.020105
5.006079,6.029823,-1.023744
5.006139,6.033523,-1.027384
5.006199,6.037225,-1.031026
5.006259,6.040929,-1.034670
5.006320,6.044635,-1.038315
5.006381,6.048343,-1.041962
5.006442,6.052052,-1.045611
5.006504,6.055764,-1.049261
5.006566,6.059478,-1.052912
5.006628,6.063194,-1.056566
5.006691,6.066912,-1.060221
5.006754,6.070632,-1.063877
5.006818,6.074353,-1.067535
5.006882,6.078077,-1.071195
5.006946,6.081803,-1.074856
5.007011,6.085531,-1.078519
5.007076,6.089260,-1.082184
5.007142,6.092992,-1.085850
5.007208,6.096726,-1.089518
5.007274,6.100461,-1.093187
5.007341,6.104199,-1.096858
5.007408,6.107939,-1.100531
5.007475,6.111680,-1.104205
5.007543,6.115424,-1.107881
5.007611,6.119169,-1.111558
5.007680,6.122917,-1.115237
5.007749,6.126667,-1.118918
5.007818,6.130418,-1.122600
5.007888,6.134172,-1.126284
5.007958,6.137927,-1.129969
5.008029,6.141684,-1.133656
5.008100,6.145444,-1.137344
5.008171,6.149205,-1.141034
5.008243,6.152969,-1.144726
5.008315,6.156734,-1.148419
5.008387,6.160501,-1.152114
5.008460,6.164271,-1.155811
5.008533,6.168042,-1.159509
5.008607,6.171815,-1.163208
5.008681,6.175590,-1.166909
5.008756,6.179368,-1.170612
5.008830,6.183147,-1.174316
5.008906,6.186928,-1.178022
5.008981,6.190711,-1.181730
5.009057,6.194496,-1.185439
5.009134,6.198283,-1.189150
5.009211,6.202072,-1.192862
5.009288,6.205864,-1.196576
5.009366,6.209657,-1.200291
5.009444,6.213451,-1.204008
5.009522,6.217248,-1.207726
5.009601,6.221047,-1.211446
5.009680,6.224848,-1.215168
5.009760,6.228651,-1.218891
5.009840,6.232456,-1.222616
5.009920,6.236263,-1.226342
5.010001,6.240072,-1.230070
5.010083,6.243882,-1.233800
5.010164,6.247695,-1.237531
5.010246,6.251510,-1.241263
5.010329,6.255326,-1.244997
5.010412,6.259145,-1.248733
5.010495,6.262965,-1.252470
5.010579,6.266788,-1.256209
5.010663,6.270612,-1.259949
5.010748,6.274439,-1.263691
5.010833,6.278267,-1.267435
5.010918,6.282098,-1.271180
5.011004,6.285930,-1.274926
5.011090,6.289764,-1.278674
5.011177,6.293601,-1.282424
5.011264,6.297439,-1.286175
5.011351,6.301279,-1.289928
5.011439,6.305121,-1.293682
5.011527,6.308965,-1.297438
5.011616,6.312812,-1.301196
5.011705,6.316660,-1.304955
5.011794,6.320510,-1.308715
5.011884,6.324362,-1.312477
5.011975,6.328215,-1.316241
5.012065,6.332071,-1.320006
5.012157,6.335929,-1.323773
5.012248,6.339789,-1.327541
5.012340,6.343651,-1.331310
5.012433,6.347514,-1.335082
5.012525,6.351380,-1.338855
5.012619,6.355248,-1.342629
5.012712,6.359117,-1.346405
5.012807,6.362989,-1.350182
5.012901,6.366862,-1.353961
5.012996,6.370737,-1.357742
5.013091,6.374615,-1.361523
5.013187,6.378494,-1.365307
5.013283,6.382375,-1.369092
5.013380,6.386259,-1.372879
5.013477,6.390144,-1.376667
5.013574,6.394031,-1.380456
5.013672,6.397920,-1.384247
5.013771,6.401811,-1.388040
5.013869,6.405704,-1.391834
5.013969,6.409599,-1.395630
5.014068,6.413495,-1.399427
5.014168,6.417394,-1.403226
5.014269,6.421295,-1.407026
5.014369,6.425198,-1.410828
5.014471,6.429102,-1.414631
5.014572,6.433009,-1.418436
5.014675,6.436917,-1.422243
5.014777,6.440828,-1.426050
5.014880,6.444740,-1.429860
5.014984,6.448654,-1.433671
5.015087,6.452570,-1.437483
5.015192,6.456489,-1.441297
5.015296,6.460409,-1.445112
5.015402,6.464331,-1.448929
5.015507,6.468255,-1.452748
5.015613,6.472180,-1.456567
5.015719,6.476108,-1.460389
5.015826,6.480038,-1.464212
5.015934,6.483970,-1.468036
5.016041,6.487903,-1.471862
5.016149,6.491839,-1.475690
5.016258,6.495776,-1.479518
5.016367,6.499716,-1.483349
5.016476,6.503657,-1.487181
5.016586,6.507600,-1.491014
5.016696,6.511546,-1.494849
5.016807,6.515493,-1.498686
5.016918,6.519442,-1.502523
5.017030,6.523393,-1.506363
5.017142,6.527346,-1.510204
5.017254,6.531300,-1.514046
5.017367,6.535257,-1.517890
5.017480,6.539216,-1.521735
5.017594,6.543176,-1.525582
5.017708,6.547139,-1.529431
5.017823,6.551103,-1.533280
5.017938,6.555069,-1.537132
5.018053,6.559038,-1.540984
5.018169,6.563008,-1.544839
5.018285,6.566980,-1.548694
5.018402,6.570954,-1.552552
5.018519,6.574930,-1.556410
5.018637,6.578908,-1.560271
5.018755,6.582887,-1.564132
5.018873,6.586869,-1.567996
5.018992,6.590852,-1.571860
5.019112,6.594838,-1.575726
5.019231,6.598825,-1.579594
5.019352,6.602814,-1.583463
5.019472,6.606806,-1.587333
5.019593,6.610799,-1.591205
5.019715,6.614794,-1.595079
5.019837,6.618791,-1.598954
5.019959,6.622789,-1.602830
5.020082,6.626790,-1.606708
5.020205,6.630793,-1.610588
5.020329,6.634797,-1.614468
5.020453,6.638803,-1.618351
5.020577,6.642812,-1.622234
5.020702,6.646822,-1.626120
5.020828,6.650834,-1.630006
5.020953,6.654848,-1.633894
5.021080,6.658864,-1.637784
5.021206,6.662882,-1.641675
5.021334,6.666901,-1.645568
5.021461,6.670923,-1.649462
5.021589,6.674946,-1.653357
5.021717,6.678972,-1.657254
5.021846,6.682999,-1.661152
5.021976,6.687028,-1.665052
5.022105,6.691059,-1.668954
5.022235,6.695092,-1.672856
5.022366,6.699126,-1.676760
5.022497,6.703163,-1.680666
5.022629,6.707202,-1.684573
5.022760,6.711242,-1.688482
5.022893,6.715284,-1.692392
5.023025,6.719328,-1.696303
5.023159,6.723375,-1.700216
5.023292,6.727422,-1.704130
5.023426,6.731472,-1.708046
5.023561,6.735524,-1.711963
5.023696,6.739578,-1.715882
5.023831,6.743633,-1.719802
5.023967,6.747690,-1.723724
5.024103,6.751749,-1.727647
5.024240,6.755810,-1.731571
5.024377,6.759873,-1.735497
5.024514,6.763938,-1.739424
5.024652,6.768005,-1.743353
5.024790,6.772073,-1.747283
5.024929,6.776144,-1.751215
5.025068,6.780216,-1.755148
5.025208,6.784290,-1.759082
5.025348,6.788366,-1.763018
5.025489,6.792444,-1.766955
5.025630,6.796524,-1.770894
5.025771,6.800605,-1.774834
5.025913,6.804689,-1.778776
5.026055,6.808774,-1.782719
5.026198,6.812861,-1.786664
5.026341,6.816950,-1.790609
5.026484,6.821041,-1.794557
5.026628,6.825134,-1.798506
5.026773,6.829228,-1.802456
5.026917,6.833325,-1.806407
5.027063,6.837423,-1.810360
5.027208,6.841523,-1.814315
5.027354,6.845625,-1.818271
5.027501,6.849729,-1.822228
5.027648,6.853834,-1.826187
5.027795,6.857942,-1.830147
5.027943,6.862051,-1.834108
5.028091,6.866163,-1.838071
5.028240,6.870276,-1.842036
5.028389,6.874390,-1.846002
5.028538,6.878507,-1.849969
5.028688,6.882626,-1.853937
5.028839,6.886746,-1.857907
5.028989,6.890868,-1.861879
5.029141,6.894992,-1.865852
5.029292,6.899118,-1.869826
5.029444,6.903246,-1.873802
5.029597,6.907375,-1.877779
5.029750,6.911507,-1.881757
5.029903,6.915640,-1.885737
5.030057,6.919775,-1.889718
5.030211,6.923912,-1.893701
5.030365,6.928051,-1.897685
5.030520,6.932191,-1.901671
5.030676,6.936334,-1.905658
5.030832,6.940478,-1.909646
5.030988,6.944624,-1.913636
5.031145,6.948772,-1.917627
5.031302,6.952921,-1.921619
5.031459,6.957073,-1.925613
5.031617,6.961226,-1.929609
5.031776,6.965381,-1.933605
5.031934,6.969538,-1.937603
5.032094,6.973697,-1.941603
5.032253,6.977857,-1.945604
5.032413,6.982019,-1.949606
5.032574,6.986184,-1.953610
5.032735,6.990349,-1.957615
5.032896,6.994517,-1.961621
5.033058,6.998687,-1.965629
5.033220,7.002858,-1.969638
5.033382,7.007031,-1.973649
5.033545,7.011206,-1.977661
5.033709,7.015383,-1.981674
5.033873,7.019562,-1.985689
5.034037,7.023742,-1.989705
5.034201,7.027924,-1.993723
5.034367,7.032108,-1.997742
5.034532,7.036294,-2.001762
5.034698,7.040481,-2.005784
5.034864,7.044671,-2.009807
5.035031,7.048862,-2.013831
5.035198,7.053055,-2.017857
5.035366,7.057250,-2.021884
5.035533,7.061446,-2.025913
5.035702,7.065644,-2.029943
5.035871,7.069844,-2.033974
5.036040,7.074046,-2.038007
5.036209,7.078250,-2.042041
5.036379,7.082455,-2.046076
5.036550,7.086662,-2.050113
5.036720,7.090871,-2.054151
5.036892,7.095082,-2.058191
5.037063,7.099295,-2.062231
5.037235,7.103509,-2.066274
5.037408,7.107725,-2.070317
5.037581,7.111943,-2.074362
5.037754,7.116163,-2.078409
5.037927,7.120384,-2.082456
5.038102,7.124607,-2.086506
5.038276,7.128832,-2.090556
5.038451,7.133059,-2.094608
5.038626,7.137287,-2.098661
5.038802,7.141517,-2.102716
5.038978,7.145749,-2.106772
5.039154,7.149983,-2.110829
5.039331,7.154219,-2.114887
5.039508,7.158456,-2.118947
5.039686,7.162695,-2.123009
5.039864,7.166936,-2.127071
5.040043,7.171178,-2.131136
5.040222,7.175422,-2.135201
5.040401,7.179668,-2.139268
5.040580,7.183916,-2.143336
5.040761,7.188166,-2.147405
5.040941,7.192417,-2.151476
5.041122,7.196670,-2.155548
5.041303,7.200925,-2.159622
5.041485,7.205181,-2.163697
5.041667,7.209440,-2.167773
5.041849,7.213700,-2.171850
5.042032,7.217961,-2.175929
5.042215,7.222225,-2.180010
5.042399,7.226490,-2.184091
5.042583,7.230757,-2.188174
5.042767,7.235026,-2.192258
5.042952,7.239296,-2.196344
5.043137,7.243568,-2.200431
5.043323,7.247842,-2.204519
5.043509,7.252118,-2.208609
5.043695,7.256395,-2.212700
5.043882,7.260674,-2.216792
5.044069,7.264955,-2.220886
5.044256,7.269237,-2.224981
5.044444,7.273521,-2.229077
5.044633,7.277807,-2.233175
5.044821,7.282095,-2.237274
5.045010,7.286384,-2.241374
5.045200,7.290676,-2.245476
5.045390,7.294968,-2.249579
5.045580,7.299263,-2.253683
5.045770,7.303559,-2.257789
5.045961,7.307857,-2.261896
5.046153,7.312157,-2.266004
5.046344,7.316458,-2.270114
5.046537,7.320761,-2.274225
5.046729,7.325066,-2.278337
5.046922,7.329372,-2.282451
5.047115,7.333681,-2.286566
5.047309,7.337990,-2.290682
5.047503,7.342302,-2.294799
5.047697,7.346615,-2.298918
5.047892,7.350930,-2.303038
5.048087,7.355247,-2.307160
5.048282,7.359565,-2.311283
5.048478,7.363885,-2.315407
5.048675,7.368207,-2.319533
5.048871,7.372531,-2.323659
5.049068,7.376856,-2.327788
5.049265,7.381183,-2.331917
5.049463,7.385511,-2.336048
5.049661,7.389841,-2.340180
5.049860,7.394173,-2.344313
5.050059,7.398507,-2.348448
5.050258,7.402842,-2.352584
5.050457,7.407179,-2.356721
5.050657,7.411517,-2.360860
5.050858,7.415858,-2.365000
5.051058,7.420200,-2.369141
5.051259,7.424543,-2.373284
5.051461,7.428888,-2.377428
5.051662,7.433235,-2.381573
5.051865,7.437584,-2.385719
5.052067,7.441934,-2.389867
5.052270,7.446286,-2.394016
5.052473,7.450640,-2.398167
5.052677,7.454995,-2.402318
5.052881,7.459352,-2.406471
5.053085,7.463711,-2.410626
5.053290,7.468071,-2.414781
5.053495,7.472433,-2.418938
5.053700,7.476796,-2.423096
5.053906,7.481162,-2.427256
5.054112,7.485528,-2.431417
5.054318,7.489897,-2.435579
5.054525,7.494267,-2.439742
5.054732,7.498639,-2.443907
5.054939,7.503012,-2.448073
5.055147,7.507388,-2.452240
5.055355,7.511764,-2.456409
5.055564,7.516143,-2.460579
5.055773,7.520523,-2.464750
5.055982,7.524904,-2.468922
5.056192,7.529288,-2.473096
5.056402,7.533673,-2.477271
5.056612,7.538059,-2.481447
5.056823,7.542448,-2.485625
5.057033,7.546837,-2.489804
5.057245,7.551229,-2.493984
5.057456,7.555622,-2.498166
5.057668,7.560017,-2.502348
5.057881,7.564413,-2.506532
5.058093,7.568811,-2.510718
5.058306,7.573211,-2.514904
5.058520,7.577612,-2.519092
5.058734,7.582015,-2.523281
5.058948,7.586419,-2.527472
5.059162,7.590825,-2.531663
5.059377,7.595233,-2.535856
5.059592,7.599642,-2.540051
5.059807,7.604053,-2.544246
5.060023,7.608466,-2.548443
5.060239,7.612880,-2.552641
5.060455,7.617296,-2.556841
5.060672,7.621713,-2.561041
5.060889,7.626132,-2.565243
5.061106,7.630553,-2.569446
5.061324,7.634975,-2.573651
5.061542,7.639399,-2.577857
5.061760,7.643824,-2.582064
5.061979,7.648251,-2.586272
5.062198,7.652680,-2.590482
5.062418,7.657110,-2.594692
5.062637,7.661542,-2.598904
5.062857,7.665975,-2.603118
5.063078,7.670410,-2.607332
5.063298,7.674847,-2.611548
5.063519,7.679285,-2.615766
5.063741,7.683724,-2.619984
5.063962,7.688166,-2.624204
5.064184,7.692609,-2.628425
5.064406,7.697053,-2.632647
5.064629,7.701499,-2.636870
5.064852,7.705947,-2.641095
5.065075,7.710396,-2.645321
5.065299,7.714847,-2.649548
5.065522,7.719299,-2.653777
5.065747,7.723753,-2.658007
5.065971,7.728209,-2.662238
5.066196,7.732666,-2.666470
5.066421,7.737124,-2.670703
5.066646,7.741584,-2.674938
5.066872,7.746046,-2.679174
5.067098,7.750510,-2.683412
5.067324,7.754974,-2.687650
5.067551,7.759441,-2.691890
5.067778,7.763909,-2.696131
5.068005,7.768379,-2.700373
5.068233,7.772850,-2.704617
5.068461,7.777322,-2.708862
5.068689,7.781797,-2.713108
5.068917,7.786272,-2.717355
5.069146,7.790750,-2.721604
5.069375,7.795229,-2.725853
5.069605,7.799709,-2.730104
5.069834,7.804191,-2.734357
5.070064,7.808675,-2.738610
5.070295,7.813160,-2.742865
5.070525,7.817646,-2.747121
5.070756,7.822134,-2.751378
5.070987,7.826624,-2.755637
5.071219,7.831115,-2.759896
5.071451,7.835608,-2.764157
5.071683,7.840102,-2.768420
5.071915,7.844598,-2.772683
5.072148,7.849096,-2.776948
5.072381,7.853594,-2.781214
5.072614,7.858095,-2.785481
5.072847,7.862597,-2.789749
5.073081,7.867100,-2.794019
5.073315,7.871605,-2.798290
5.073550,7.876112,-2.802562
5.073784,7.880620,-2.806835
5.074019,7.885129,-2.811110
5.074255,7.889640,-2.815386
5.074490,7.894153,-2.819663
5.074726,7.898667,-2.823941
5.074962,7.903183,-2.828220
5.075199,7.907700,-2.832501
5.075435,7.912218,-2.836783
5.075672,7.916739,-2.841066
5.075909,7.921260,-2.845351
5.076147,7.925783,-2.849636
5.076385,7.930308,-2.853923
5.076623,7.934834,-2.858211
5.076861,7.939362,-2.862501
5.077100,7.943891,-2.866791
5.077339,7.948422,-2.871083
5.077578,7.952954,-2.875376
5.077817,7.957487,-2.879670
5.078057,7.962022,-2.883966
5.078297,7.966559,-2.888262
5.078537,7.971097,-2.892560
5.078778,7.975637,-2.896859
5.079019,7.980178,-2.901159
5.079260,7.984720,-2.905461
5.079501,7.989265,-2.909764
5.079742,7.993810,-2.914068
5.079984,7.998357,-2.918373
5.080226,8.002906,-2.922679
5.080469,8.007456,-2.926987
5.080711,8.012007,-2.931295
5.080954,8.016560,-2.935606
5.081198,8.021114,-2.939917
5.081441,8.025670,-2.944229
5.081685,8.030228,-2.948543
5.081929,8.034786,-2.952858
5.082173,8.039347,-2.957174
5.082417,8.043908,-2.961491
5.082662,8.048472,-2.965809
5.082907,8.053036,-2.970129
5.083152,8.057602,-2.974450
5.083398,8.062170,-2.978772
5.083644,8.066739,-2.983095
5.083889,8.071309,-2.987420
5.084136,8.075881,-2.991746
5.084382,8.080455,-2.996073
5.084629,8.085030,-3.000401
5.084876,8.089606,-3.004730
5.085123,8.094184,-3.009061
5.085371,8.098763,-3.013392
5.085618,8.103344,-3.017725
5.085866,8.107926,-3.022059
5.086115,8.112509,-3.026395
5.086363,8.117094,-3.030731
5.086612,8.121681,-3.035069
5.086861,8.126269,-3.039408
5.087110,8.130858,-3.043748
5.087359,8.135449,-3.048089
5.087609,8.140041,-3.052432
5.087859,8.144634,-3.056775
5.088109,8.149229,-3.061120
5.088359,8.153826,-3.065466
5.088610,8.158424,-3.069814
5.088861,8.163023,-3.074162
5.089112,8.167624,-3.078512
5.089363,8.172226,-3.082862
5.089615,8.176829,-3.087215
5.089867,8.181434,-3.091568
5.090119,8.186041,-3.095922
5.090371,8.190649,-3.100278
5.090623,8.195258,-3.104634
5.090876,8.199869,-3.108992
5.091129,8.204481,-3.113352
5.091382,8.209094,-3.117712
5.091636,8.213709,-3.122073
5.091889,8.218325,-3.126436
5.092143,8.222943,-3.130800
5.092397,8.227562,-3.135165
5.092651,8.232183,-3.139531
5.092906,8.236805,-3.143899
5.093161,8.241428,-3.148267
5.093416,8.246053,-3.152637
5.093671,8.250679,-3.157008
5.093926,8.255306,-3.161380
5.094182,8.259935,-3.165754
5.094438,8.264566,-3.170128
5.094694,8.269197,-3.174504
5.094950,8.273830,-3.178881
5.095206,8.278465,-3.183259
5.095463,8.283101,-3.187638
5.095720,8.287738,-3.192018
5.095977,8.292377,-3.196400
5.096234,8.297017,-3.200782
5.096492,8.301658,-3.205166
5.096750,8.306301,-3.209551
5.097007,8.310945,-3.213938
5.097266,8.315591,-3.218325
5.097524,8.320237,-3.222714
5.097783,8.324886,-3.227103
5.098041,8.329535,-3.231494
5.098300,8.334186,-3.235886
5.098559,8.338839,-3.240279
5.098819,8.343493,-3.244674
5.099078,8.348148,-3.249069
5.099338,8.352804,-3.253466
5.099598,8.357462,-3.257864
5.099858,8.362121,-3.262263
5.100119,8.366782,-3.266663
5.100379,8.371444,-3.271065
5.100640,8.376107,-3.275467
5.100901,8.380772,-3.279871
5.101162,8.385438,-3.284276
5.101423,8.390105,-3.288682
5.101685,8.394774,-3.293089
5.101947,8.399444,-3.297497
5.102209,8.404115,-3.301907
5.102471,8.408788,-3.306317
5.102733,8.413462,-3.310729
5.102995,8.418138,-3.315142
5.103258,8.422815,-3.319556
5.103521,8.427493,-3.323972
5.103784,8.432172,-3.328388
5.104047,8.436853,-3.332806
