energia,T,V
9.957408,4.111920,5.845489
9.957414,4.113493,5.843922
9.957420,4.115066,5.842354
9.957426,4.116641,5.840785
9.957431,4.118215,5.839216
9.957436,4.119790,5.837646
9.957442,4.121366,5.836076
9.957447,4.122942,5.834505
9.957452,4.124519,5.832933
9.957457,4.126096,5.831361
9.957462,4.127673,5.829788
9.957466,4.129251,5.828215
9.957471,4.130830,5.826641
9.957475,4.132409,5.825066
9.957479,4.133988,5.823491
9.957484,4.135568,5.821915
9.957488,4.137149,5.820339
9.957492,4.138730,5.818762
9.957495,4.140311,5.817184
9.957499,4.141893,5.815606
9.957503,4.143475,5.814027
9.957506,4.145058,5.812448
9.957509,4.146642,5.810868
9.957513,4.148226,5.809287
9.957516,4.149810,5.807706
9.957519,4.151395,5.806124
9.957522,4.152980,5.804542
9.957524,4.154566,5.802959
9.957527,4.156152,5.801375
9.957530,4.157739,5.799791
9.957532,4.159326,5.798206
9.957534,4.160914,5.796620
9.957536,4.162502,5.795034
9.957538,4.164091,5.793448
9.957540,4.165680,5.791861
9.957542,4.167269,5.790273
9.957544,4.168859,5.788684
9.957545,4.170450,5.787095
9.957547,4.172041,5.785506
9.957548,4.173633,5.783915
9.957549,4.175225,5.782324
9.957550,4.176817,5.780733
9.957551,4.178410,5.779141
9.957552,4.180004,5.777548
9.957553,4.181597,5.775955
9.957553,4.183192,5.774361
9.957554,4.184787,5.772767
9.957554,4.186382,5.771172
9.957554,4.187978,5.769576
9.957554,4.189574,5.767980
9.957554,4.191171,5.766383
9.957554,4.192768,5.764786
9.957554,4.194366,5.763188
9.957553,4.195964,5.761589
9.957553,4.197563,5.759990
9.957552,4.199162,5.758390
9.957551,4.200762,5.756790
9.957550,4.202362,5.755189
9.957549,4.203962,5.753587
9.957548,4.205563,5.751985
9.957547,4.207165,5.750382
9.957546,4.208767,5.748779
9.957544,4.210369,5.747175
9.957543,4.211972,5.745571
9.957541,4.213575,5.743965
9.957539,4.215179,5.742360
9.957537,4.216784,5.740753
9.957535,4.218388,5.739147
9.957533,4.219994,5.737539
9.957530,4.221599,5.735931
9.957528,4.223206,5.734322
9.957525,4.224812,5.732713
9.957522,4.226419,5.731103
9.957520,4.228027,5.729493
9.957517,4.229635,5.727882
9.957514,4.231244,5.726270
9.957510,4.232853,5.724658
9.957507,4.234462,5.723045
9.957504,4.236072,5.721432
9.957500,4.237682,5.719818
9.957496,4.239293,5.718203
9.957492,4.240905,5.716588
9.957488,4.242516,5.714972
9.957484,4.244129,5.713356
9.957480,4.245741,5.711739
9.957476,4.247355,5.710121
9.957471,4.248968,5.708503
9.957467,4.250583,5.706884
9.957462,4.252197,5.705265
9.957457,4.253812,5.703645
9.957453,4.255428,5.702025
9.957447,4.257044,5.700404
9.957442,4.258660,5.698782
9.957437,4.260277,5.697160
9.957432,4.261895,5.695537
9.957426,4.263512,5.693914
9.957420,4.265131,5.692290
9.957415,4.266750,5.690665
9.957409,4.268369,5.689040
9.957403,4.269989,5.687414
9.957397,4.271609,5.685788
9.957390,4.273229,5.684161
9.957384,4.274850,5.682533
9.957377,4.276472,5.680905
9.957371,4.278094,5.679277
9.957364,4.279717,5.677647
9.957357,4.281340,5.676018
9.957350,4.282963,5.674387
9.957343,4.284587,5.672756
9.957336,4.286211,5.671124
9.957328,4.287836,5.669492
9.957321,4.289461,5.667860
9.957313,4.291087,5.666226
9.957305,4.292713,5.664592
9.957298,4.294340,5.662958
9.957290,4.295967,5.661323
9.957281,4.297594,5.659687
9.957273,4.299223,5.658051
9.957265,4.300851,5.656414
9.957256,4.302480,5.654776
9.957248,4.304109,5.653138
9.957239,4.305739,5.651500
9.957230,4.307370,5.649861
9.957221,4.309000,5.648221
9.957212,4.310632,5.646581
9.957203,4.312263,5.644940
9.957194,4.313896,5.643298
9.957184,4.315528,5.641656
9.957175,4.317161,5.640013
9.957165,4.318795,5.638370
9.957155,4.320429,5.636726
9.957145,4.322063,5.635082
9.957135,4.323698,5.633437
9.957125,4.325334,5.631791
9.957115,4.326970,5.630145
9.957104,4.328606,5.628498
9.957094,4.330243,5.626851
9.957083,4.331880,5.625203
9.957072,4.333518,5.623555
9.957061,4.335156,5.621906
9.957050,4.336794,5.620256
9.957039,4.338433,5.618606
9.957028,4.340073,5.616955
9.957017,4.341713,5.615304
9.957005,4.343353,5.613652
9.956993,4.344994,5.611999
9.956982,4.346636,5.610346
9.956970,4.348277,5.608692
9.956958,4.349920,5.607038
9.956946,4.351562,5.605383
9.956933,4.353206,5.603728
9.956921,4.354849,5.602072
9.956909,4.356493,5.600415
9.956896,4.358138,5.598758
9.956883,4.359783,5.597100
9.956871,4.361429,5.595442
9.956858,4.363075,5.593783
9.956845,4.364721,5.592124
9.956831,4.366368,5.590464
9.956818,4.368015,5.588803
9.956805,4.369663,5.587142
9.956791,4.371311,5.585480
9.956777,4.372960,5.583818
9.956764,4.374609,5.582155
9.956750,4.376259,5.580491
9.956736,4.377909,5.578827
9.956722,4.379559,5.577162
9.956707,4.381210,5.575497
9.956693,4.382862,5.573831
9.956678,4.384514,5.572165
9.956664,4.386166,5.570498
9.956649,4.387819,5.568830
9.956634,4.389472,5.567162
9.956619,4.391126,5.565493
9.956604,4.392780,5.563824
9.956589,4.394435,5.562154
9.956574,4.396090,5.560484
9.956558,4.397745,5.558813
9.956543,4.399401,5.557141
9.956527,4.401058,5.555469
9.956511,4.402715,5.553796
9.956495,4.404372,5.552123
9.956479,4.406030,5.550449
9.956463,4.407688,5.548775
9.956447,4.409347,5.547100
9.956430,4.411006,5.545424
9.956414,4.412666,5.543748
9.956397,4.414326,5.542071
9.956381,4.415987,5.540394
9.956364,4.417648,5.538716
9.956347,4.419310,5.537037
9.956330,4.420972,5.535358
9.956312,4.422634,5.533678
9.956295,4.424297,5.531998
9.956278,4.425960,5.530317
9.956260,4.427624,5.528636
9.956243,4.429288,5.526954
9.956225,4.430953,5.525272
9.956207,4.432618,5.523588
9.956189,4.434284,5.521905
9.956171,4.435950,5.520220
9.956153,4.437617,5.518536
9.956134,4.439284,5.516850
9.956116,4.440951,5.515164
9.956097,4.442619,5.513478
9.956079,4.444288,5.511791
9.956060,4.445957,5.510103
9.956041,4.447626,5.508415
9.956022,4.449296,5.506726
9.956003,4.450966,5.505036
9.955983,4.452637,5.503346
9.955964,4.454308,5.501656
9.955945,4.455980,5.499965
9.955925,4.457652,5.498273
9.955905,4.459325,5.496581
9.955885,4.460998,5.494888
9.955866,4.462671,5.493194
9.955846,4.464345,5.491500
9.955825,4.466020,5.489806
9.955805,4.467695,5.488110
9.955785,4.469370,5.486415
9.955764,4.471046,5.484718
9.955744,4.472722,5.483021
9.955723,4.474399,5.481324
9.955702,4.476076,5.479626
9.955681,4.477754,5.477927
9.955660,4.479432,5.476228
9.955639,4.481111,5.474528
9.955618,4.482790,5.472828
9.955596,4.484469,5.471127
9.955575,4.486149,5.469426
9.955553,4.487830,5.467724
9.955532,4.489511,5.466021
9.955510,4.491192,5.464318
9.955488,4.492874,5.462614
9.955466,4.494557,5.460910
9.955444,4.496239,5.459205
9.955422,4.497923,5.457499
9.955399,4.499606,5.455793
9.955377,4.501291,5.454086
9.955354,4.502975,5.452379
9.955332,4.504660,5.450671
9.955309,4.506346,5.448963
9.955286,4.508032,5.447254
9.955263,4.509719,5.445544
9.955240,4.511406,5.443834
9.955217,4.513093,5.442124
9.955194,4.514781,5.440412
9.955170,4.516470,5.438701
9.955147,4.518159,5.436988
9.955123,4.519848,5.435275
9.955099,4.521538,5.433562
9.955076,4.523228,5.431847
9.955052,4.524919,5.430133
9.955028,4.526610,5.428417
9.955003,4.528302,5.426702
9.954979,4.529994,5.424985
9.954955,4.531687,5.423268
9.954930,4.533380,5.421551
9.954906,4.535073,5.419832
9.954881,4.536767,5.418114
9.954856,4.538462,5.416394
9.954832,4.540157,5.414675
9.954807,4.541853,5.412954
9.954782,4.543549,5.411233
9.954756,4.545245,5.409511
9.954731,4.546942,5.407789
9.954706,4.548639,5.406067
9.954680,4.550337,5.404343
9.954655,4.552036,5.402619
9.954629,4.553734,5.400895
9.954603,4.555434,5.399170
9.954578,4.557133,5.397444
9.954552,4.558834,5.395718
9.954526,4.560534,5.393991
9.954499,4.562236,5.392264
9.954473,4.563937,5.390536
9.954447,4.565639,5.388807
9.954420,4.567342,5.387078
9.954394,4.569045,5.385349
9.954367,4.570749,5.383618
9.954340,4.572453,5.381888
9.954314,4.574157,5.380156
9.954287,4.575863,5.378424
9.954260,4.577568,5.376692
9.954233,4.579274,5.374959
9.954205,4.580981,5.373225
9.954178,4.582687,5.371491
9.954151,4.584395,5.369756
9.954123,4.586103,5.368020
9.954096,4.587811,5.366284
9.954068,4.589520,5.364548
9.954040,4.591230,5.362811
9.954012,4.592939,5.361073
9.953984,4.594650,5.359334
9.953956,4.596361,5.357596
9.953928,4.598072,5.355856
9.953900,4.599784,5.354116
9.953871,4.601496,5.352375
9.953843,4.603209,5.350634
9.953814,4.604922,5.348892
9.953786,4.606636,5.347150
9.953757,4.608350,5.345407
9.953728,4.610065,5.343664
9.953699,4.611780,5.341920
9.953671,4.613496,5.340175
9.953641,4.615212,5.338430
9.953612,4.616928,5.336684
9.953583,4.618646,5.334937
9.953554,4.620363,5.333190
9.953524,4.622081,5.331443
9.953495,4.623800,5.329695
9.953465,4.625519,5.327946
9.953436,4.627239,5.326197
9.953406,4.628959,5.324447
9.953376,4.630680,5.322696
9.953346,4.632401,5.320945
9.953316,4.634122,5.319194
9.953286,4.635844,5.317442
9.953256,4.637567,5.315689
9.953225,4.639290,5.313935
9.953195,4.641014,5.312181
9.953165,4.642738,5.310427
9.953134,4.644462,5.308672
9.953104,4.646187,5.306916
9.953073,4.647913,5.305160
9.953042,4.649639,5.303403
9.953011,4.651366,5.301646
9.952980,4.653093,5.299888
9.952949,4.654820,5.298129
9.952918,4.656548,5.296370
9.952887,4.658277,5.294610
9.952856,4.660006,5.292850
9.952824,4.661735,5.291089
9.952793,4.663466,5.289327
9.952761,4.665196,5.287565
9.952730,4.666927,5.285803
9.952698,4.668659,5.284039
9.952667,4.670391,5.282276
9.952635,4.672124,5.280511
9.952603,4.673857,5.278746
9.952571,4.675590,5.276981
9.952539,4.677324,5.275215
9.952507,4.679059,5.273448
9.952475,4.680794,5.271680
9.952442,4.682530,5.269913
9.952410,4.684266,5.268144
9.952378,4.686003,5.266375
9.952345,4.687740,5.264605
9.952313,4.689477,5.262835
9.952280,4.691216,5.261064
9.952247,4.692954,5.259293
9.952214,4.694694,5.257521
9.952182,4.696433,5.255748
9.952149,4.698174,5.253975
9.952116,4.699914,5.252201
9.952083,4.701656,5.250427
9.952049,4.703397,5.248652
9.952016,4.705140,5.246877
9.951983,4.706883,5.245100
9.951950,4.708626,5.243324
9.951916,4.710370,5.241546
9.951883,4.712114,5.239769
9.951849,4.713859,5.237990
9.951816,4.715605,5.236211
9.951782,4.717350,5.234432
9.951748,4.719097,5.232651
9.951714,4.720844,5.230871
9.951681,4.722591,5.229089
9.951647,4.724340,5.227307
9.951613,4.726088,5.225525
9.951579,4.727837,5.223741
9.951544,4.729587,5.221958
9.951510,4.731337,5.220173
9.951476,4.733088,5.218388
9.951442,4.734839,5.216603
9.951407,4.736591,5.214817
9.951373,4.738343,5.213030
9.951338,4.740096,5.211243
9.951304,4.741849,5.209455
9.951269,4.743603,5.207667
9.951235,4.745357,5.205877
9.951200,4.747112,5.204088
9.951165,4.748867,5.202298
9.951130,4.750623,5.200507
9.951095,4.752380,5.198715
9.951060,4.754137,5.196923
9.951025,4.755895,5.195131
9.950990,4.757653,5.193338
9.950955,4.759411,5.191544
9.950920,4.761171,5.189749
9.950885,4.762930,5.187954
9.950849,4.764691,5.186159
9.950814,4.766451,5.184363
9.950779,4.768213,5.182566
9.950743,4.769975,5.180769
9.950708,4.771737,5.178971
9.950672,4.773500,5.177172
9.950637,4.775264,5.175373
9.950601,4.777028,5.173573
9.950565,4.778792,5.171773
9.950529,4.780557,5.169972
9.950494,4.782323,5.168171
9.950458,4.784089,5.166368
9.950422,4.785856,5.164566
9.950386,4.787624,5.162762
9.950350,4.789391,5.160958
9.950314,4.791160,5.159154
9.950278,4.792929,5.157349
9.950242,4.794698,5.155543
9.950206,4.796469,5.153737
9.950169,4.798239,5.151930
9.950133,4.800010,5.150123
9.950097,4.801782,5.148314
9.950060,4.803555,5.146506
9.950024,4.805327,5.144696
9.949988,4.807101,5.142887
9.949951,4.808875,5.141076
9.949915,4.810650,5.139265
9.949878,4.812425,5.137453
9.949841,4.814200,5.135641
9.949805,4.815977,5.133828
9.949768,4.817753,5.132015
9.949731,4.819531,5.130201
9.949695,4.821309,5.128386
9.949658,4.823087,5.126571
9.949621,4.824866,5.124755
9.949584,4.826646,5.122938
9.949547,4.828426,5.121121
9.949510,4.830207,5.119303
9.949473,4.831988,5.117485
9.949436,4.833770,5.115666
9.949399,4.835553,5.113847
9.949362,4.837336,5.112027
9.949325,4.839119,5.110206
9.949288,4.840904,5.108384
9.949251,4.842688,5.106563
9.949214,4.844474,5.104740
9.949177,4.846260,5.102917
9.949139,4.848046,5.101093
9.949102,4.849833,5.099269
9.949065,4.851621,5.097444
9.949027,4.853409,5.095618
9.948990,4.855198,5.093792
9.948953,4.856988,5.091965
9.948915,4.858778,5.090138
9.948878,4.860568,5.088310
9.948840,4.862359,5.086481
9.948803,4.864151,5.084652
9.948765,4.865943,5.082822
9.948728,4.867736,5.080992
9.948690,4.869530,5.079161
9.948653,4.871324,5.077329
9.948615,4.873119,5.075497
9.948578,4.874914,5.073664
9.948540,4.876710,5.071830
9.948502,4.878506,5.069996
9.948465,4.880303,5.068161
9.948427,4.882101,5.066326
9.948389,4.883899,5.064490
9.948352,4.885698,5.062654
9.948314,4.887498,5.060816
9.948276,4.889298,5.058979
9.948239,4.891098,5.057140
9.948201,4.892900,5.055301
9.948163,4.894701,5.053461
9.948125,4.896504,5.051621
9.948087,4.898307,5.049780
9.948050,4.900111,5.047939
9.948012,4.901915,5.046097
9.947974,4.903720,5.044254
9.947936,4.905525,5.042411
9.947898,4.907331,5.040567
9.947860,4.909138,5.038722
9.947823,4.910946,5.036877
9.947785,4.912753,5.035031
9.947747,4.914562,5.033185
9.947709,4.916371,5.031338
9.947671,4.918181,5.029490
9.947633,4.919991,5.027642
9.947595,4.921802,5.025793
9.947557,4.923614,5.023943
9.947519,4.925426,5.022093
9.947482,4.927239,5.020242
9.947444,4.929053,5.018391
9.947406,4.930867,5.016539
9.947368,4.932682,5.014686
9.947330,4.934497,5.012833
9.947292,4.936313,5.010979
9.947254,4.938129,5.009125
9.947216,4.939947,5.007269
9.947178,4.941765,5.005414
9.947140,4.943583,5.003557
9.947103,4.945402,5.001700
9.947065,4.947222,4.999843
9.947027,4.949042,4.997984
9.946989,4.950863,4.996126
9.946951,4.952685,4.994266
9.946913,4.954507,4.992406
9.946875,4.956330,4.990545
9.946838,4.958154,4.988684
9.946800,4.959978,4.986822
9.946762,4.961803,4.984959
9.946724,4.963629,4.983096
9.946686,4.965455,4.981232
9.946649,4.967282,4.979367
9.946611,4.969109,4.977502
9.946573,4.970937,4.975636
9.946536,4.972766,4.973770
9.946498,4.974595,4.971903
9.946460,4.976425,4.970035
9.946422,4.978256,4.968167
9.946385,4.980087,4.966298
9.946347,4.981919,4.964428
9.946310,4.983752,4.962558
9.946272,4.985585,4.960687
9.946234,4.987419,4.958815
9.946197,4.989254,4.956943
9.946159,4.991089,4.955070
9.946122,4.992925,4.953197
9.946084,4.994762,4.951323
9.946047,4.996599,4.949448
9.946010,4.998437,4.947573
9.945972,5.000275,4.945697
9.945935,5.002115,4.943820
9.945898,5.003955,4.941943
9.945860,5.005795,4.940065
9.945823,5.007636,4.938187
9.945786,5.009478,4.936307
9.945749,5.011321,4.934428
9.945711,5.013164,4.932547
9.945674,5.015008,4.930666
9.945637,5.016853,4.928784
9.945600,5.018698,4.926902
9.945563,5.020544,4.925019
9.945526,5.022391,4.923135
9.945489,5.024238,4.921251
9.945452,5.026086,4.919366
9.945415,5.027935,4.917480
9.945378,5.029784,4.915594
9.945341,5.031634,4.913707
9.945305,5.033485,4.911820
9.945268,5.035337,4.909931
9.945231,5.037189,4.908043
9.945195,5.039042,4.906153
9.945158,5.040895,4.904263
9.945121,5.042749,4.902372
9.945085,5.044604,4.900481
9.945048,5.046460,4.898589
9.945012,5.048316,4.896696
9.944976,5.050173,4.894803
9.944939,5.052031,4.892908
9.944903,5.053889,4.891014
9.944867,5.055748,4.889118
9.944831,5.057608,4.887222
9.944794,5.059469,4.885326
9.944758,5.061330,4.883428
9.944722,5.063192,4.881531
9.944686,5.065054,4.879632
9.944650,5.066918,4.877733
9.944615,5.068782,4.875833
9.944579,5.070647,4.873932
9.944543,5.072512,4.872031
9.944507,5.074378,4.870129
9.944472,5.076245,4.868226
9.944436,5.078113,4.866323
9.944401,5.079981,4.864419
9.944365,5.081850,4.862515
9.944330,5.083720,4.860610
9.944294,5.085591,4.858704
9.944259,5.087462,4.856797
9.944224,5.089334,4.854890
9.944189,5.091207,4.852982
9.944154,5.093080,4.851074
9.944119,5.094954,4.849165
9.944084,5.096829,4.847255
9.944049,5.098705,4.845344
9.944014,5.100581,4.843433
9.943979,5.102458,4.841521
9.943945,5.104336,4.839609
9.943910,5.106215,4.837696
9.943876,5.108094,4.835782
9.943841,5.109974,4.833867
9.943807,5.111855,4.831952
9.943773,5.113736,4.830036
9.943738,5.115618,4.828120
9.943704,5.117502,4.826203
9.943670,5.119385,4.824285
9.943636,5.121270,4.822366
9.943602,5.123155,4.820447
9.943569,5.125041,4.818527
9.943535,5.126928,4.816607
9.943501,5.128815,4.814686
9.943468,5.130704,4.812764
9.943434,5.132593,4.810841
9.943401,5.134483,4.808918
9.943367,5.136373,4.806994
9.943334,5.138264,4.805070
9.943301,5.140157,4.803144
9.943268,5.142049,4.801218
9.943235,5.143943,4.799292
9.943202,5.145837,4.797365
9.943169,5.147733,4.795437
9.943137,5.149629,4.793508
9.943104,5.151525,4.791579
9.943071,5.153423,4.789649
9.943039,5.155321,4.787718
9.943007,5.157220,4.785787
9.942974,5.159120,4.783855
9.942942,5.161020,4.781922
9.942910,5.162922,4.779989
9.942878,5.164824,4.778055
9.942847,5.166727,4.776120
9.942815,5.168631,4.774184
9.942783,5.170535,4.772248
9.942752,5.172440,4.770311
9.942720,5.174346,4.768374
9.942689,5.176253,4.766436
9.942658,5.178161,4.764497
9.942627,5.180069,4.762557
9.942596,5.181979,4.760617
9.942565,5.183889,4.758676
9.942534,5.185800,4.756734
9.942503,5.187711,4.754792
9.942473,5.189624,4.752849
9.942442,5.191537,4.750905
9.942412,5.193451,4.748961
9.942382,5.195366,4.747016
9.942352,5.197282,4.745070
9.942322,5.199198,4.743123
9.942292,5.201115,4.741176
9.942262,5.203033,4.739228
9.942232,5.204952,4.737280
9.942203,5.206872,4.735331
9.942173,5.208793,4.733381
9.942144,5.210714,4.731430
9.942115,5.212636,4.729479
9.942086,5.214559,4.727527
9.942057,5.216483,4.725574
9.942028,5.218408,4.723620
9.941999,5.220333,4.721666
9.941971,5.222260,4.719711
9.941942,5.224187,4.717756
9.941914,5.226115,4.715799
9.941886,5.228044,4.713842
9.941858,5.229973,4.711885
9.941830,5.231904,4.709926
9.941802,5.233835,4.707967
9.941775,5.235767,4.706007
9.941747,5.237700,4.704047
9.941720,5.239634,4.702086
9.941693,5.241569,4.700124
9.941665,5.243504,4.698161
9.941639,5.245441,4.696198
9.941612,5.247378,4.694234
9.941585,5.249316,4.692269
9.941558,5.251255,4.690304
9.941532,5.253195,4.688337
9.941506,5.255135,4.686371
9.941480,5.257077,4.684403
9.941454,5.259019,4.682435
9.941428,5.260962,4.680466
9.941402,5.262906,4.678496
9.941377,5.264851,4.676525
9.941351,5.266797,4.674554
9.941326,5.268744,4.672582
9.941301,5.270691,4.670610
9.941276,5.272640,4.668636
9.941251,5.274589,4.666662
9.941227,5.276539,4.664687
9.941202,5.278490,4.662712
9.941178,5.280442,4.660736
9.941154,5.282395,4.658759
9.941130,5.284349,4.656781
9.941106,5.286303,4.654803
9.941082,5.288259,4.652824
9.941059,5.290215,4.650844
9.941035,5.292172,4.648863
9.941012,5.294130,4.646882
9.940989,5.296089,4.644900
9.940966,5.298049,4.642917
9.940944,5.300010,4.640934
9.940921,5.301971,4.638949
9.940899,5.303934,4.636965
9.940876,5.305897,4.634979
9.940854,5.307862,4.632992
9.940832,5.309827,4.631005
9.940811,5.311793,4.629018
9.940789,5.313760,4.627029
9.940768,5.315728,4.625040
9.940747,5.317697,4.623050
9.940726,5.319667,4.621059
9.940705,5.321638,4.619067
9.940684,5.323609,4.617075
9.940664,5.325582,4.615082
9.940643,5.327555,4.613088
9.940623,5.329530,4.611094
9.940603,5.331505,4.609099
9.940584,5.333481,4.607103
9.940564,5.335458,4.605106
9.940545,5.337436,4.603108
9.940525,5.339415,4.601110
9.940506,5.341395,4.599111
9.940488,5.343376,4.597112
9.940469,5.345358,4.595111
9.940451,5.347340,4.593110
9.940432,5.349324,4.591108
9.940414,5.351309,4.589106
9.940396,5.353294,4.587102
9.940379,5.355281,4.585098
9.940361,5.357268,4.583093
9.940344,5.359256,4.581087
9.940327,5.361246,4.579081
9.940310,5.363236,4.577074
9.940293,5.365227,4.575066
9.940277,5.367219,4.573057
9.940260,5.369212,4.571048
9.940244,5.371207,4.569038
9.940228,5.373202,4.567027
9.940213,5.375198,4.565015
9.940197,5.377194,4.563003
9.940182,5.379192,4.560990
9.940167,5.381191,4.558976
9.940152,5.383191,4.556961
9.940137,5.385192,4.554946
9.940123,5.387194,4.552929
9.940109,5.389196,4.550912
9.940095,5.391200,4.548895
9.940081,5.393205,4.546876
9.940067,5.395210,4.544857
9.940054,5.397217,4.542837
9.940041,5.399225,4.540816
9.940028,5.401233,4.538794
9.940015,5.403243,4.536772
9.940003,5.405253,4.534749
9.939990,5.407265,4.532725
9.939978,5.409278,4.530701
9.939966,5.411291,4.528675
9.939955,5.413306,4.526649
9.939943,5.415321,4.524622
9.939932,5.417338,4.522594
9.939921,5.419355,4.520566
9.939911,5.421374,4.518537
9.939900,5.423393,4.516507
9.939890,5.425414,4.514476
9.939880,5.427435,4.512444
9.939870,5.429458,4.510412
9.939860,5.431482,4.508379
9.939851,5.433506,4.506345
9.939842,5.435532,4.504310
9.939833,5.437558,4.502275
9.939825,5.439586,4.500239
9.939816,5.441615,4.498202
9.939808,5.443644,4.496164
9.939800,5.445675,4.494125
9.939793,5.447707,4.492086
9.939785,5.449739,4.490046
9.939778,5.451773,4.488005
9.939771,5.453808,4.485963
9.939764,5.455844,4.483921
9.939758,5.457881,4.481877
9.939752,5.459919,4.479833
9.939746,5.461958,4.477788
9.939740,5.463998,4.475743
9.939735,5.466039,4.473696
9.939730,5.468081,4.471649
9.939725,5.470124,4.469601
9.939720,5.472168,4.467552
9.939716,5.474213,4.465502
9.939711,5.476259,4.463452
9.939708,5.478307,4.461401
9.939704,5.480355,4.459349
9.939701,5.482405,4.457296
9.939697,5.484455,4.455242
9.939695,5.486507,4.453188
9.939692,5.488559,4.451133
9.939690,5.490613,4.449077
9.939688,5.492668,4.447020
9.939686,5.494723,4.444962
9.939684,5.496780,4.442904
9.939683,5.498838,4.440845
9.939682,5.500897,4.438785
9.939681,5.502957,4.436724
9.939681,5.505019,4.434662
9.939681,5.507081,4.432600
9.939681,5.509144,4.430537
9.939681,5.511209,4.428473
9.939682,5.513274,4.426408
9.939683,5.515341,4.424342
9.939684,5.517408,4.422276
9.939686,5.519477,4.420208
9.939687,5.521547,4.418140
9.939690,5.523618,4.416071
9.939692,5.525690,4.414002
9.939695,5.527763,4.411931
9.939697,5.529838,4.409860
9.939701,5.531913,4.407788
9.939704,5.533989,4.405715
9.939708,5.536067,4.403641
9.939712,5.538146,4.401566
9.939716,5.540226,4.399491
9.939721,5.542307,4.397415
9.939726,5.544389,4.395337
9.939731,5.546472,4.393260
9.939737,5.548556,4.391181
9.939743,5.550641,4.389101
9.939749,5.552728,4.387021
9.939755,5.554816,4.384940
9.939762,5.556904,4.382858
9.939769,5.558994,4.380775
9.939776,5.561085,4.378691
9.939784,5.563178,4.376607
9.939792,5.565271,4.374521
9.939800,5.567365,4.372435
9.939809,5.569461,4.370348
9.939818,5.571558,4.368260
9.939827,5.573655,4.366172
9.939836,5.575754,4.364082
9.939846,5.577855,4.361992
9.939856,5.579956,4.359900
9.939867,5.582058,4.357808
9.939878,5.584162,4.355716
9.939889,5.586267,4.353622
9.939900,5.588373,4.351527
9.939912,5.590480,4.349432
9.939924,5.592588,4.347336
9.939936,5.594697,4.345239
9.939949,5.596808,4.343141
9.939962,5.598920,4.341042
9.939975,5.601033,4.338942
9.939989,5.603147,4.336842
9.940003,5.605262,4.334741
9.940017,5.607378,4.332638
9.940032,5.609496,4.330535
9.940047,5.611615,4.328432
9.940062,5.613735,4.326327
9.940077,5.615856,4.324221
9.940093,5.617978,4.322115
9.940110,5.620102,4.320008
9.940126,5.622227,4.317900
9.940143,5.624353,4.315791
9.940161,5.626480,4.313681
9.940178,5.628608,4.311570
9.940196,5.630737,4.309459
9.940214,5.632868,4.307346
9.940233,5.635000,4.305233
9.940252,5.637133,4.303119
9.940271,5.639267,4.301004
9.940291,5.641403,4.298888
9.940311,5.643540,4.296771
9.940332,5.645678,4.294654
9.940352,5.647817,4.292535
9.940373,5.649957,4.290416
9.940395,5.652099,4.288296
9.940417,5.654242,4.286175
9.940439,5.656386,4.284053
9.940461,5.658531,4.281930
9.940484,5.660677,4.279807
9.940507,5.662825,4.277682
9.940531,5.664974,4.275557
9.940555,5.667124,4.273430
9.940579,5.669276,4.271303
9.940604,5.671428,4.269175
9.940629,5.673582,4.267046
9.940654,5.675737,4.264917
9.940680,5.677894,4.262786
9.940706,5.680051,4.260655
9.940732,5.682210,4.258522
9.940759,5.684370,4.256389
9.940786,5.686532,4.254255
9.940814,5.688694,4.252120
9.940842,5.690858,4.249984
9.940870,5.693023,4.247847
9.940899,5.695190,4.245709
9.940928,5.697357,4.243571
9.940957,5.699526,4.241431
9.940987,5.701696,4.239291
9.941017,5.703868,4.237150
9.941048,5.706041,4.235007
9.941079,5.708215,4.232864
9.941110,5.710390,4.230720
9.941142,5.712566,4.228576
9.941174,5.714744,4.226430
9.941207,5.716923,4.224283
9.941240,5.719104,4.222136
9.941273,5.721285,4.219987
9.941306,5.723468,4.217838
9.941341,5.725653,4.215688
9.941375,5.727838,4.213537
9.941410,5.730025,4.211385
9.941445,5.732213,4.209232
9.941481,5.734403,4.207078
9.941517,5.736593,4.204923
9.941553,5.738785,4.202768
9.941590,5.740979,4.200611
9.941627,5.743173,4.198454
9.941665,5.745369,4.196296
9.941703,5.747566,4.194136
9.941741,5.749765,4.191976
9.941780,5.751965,4.189815
9.941819,5.754166,4.187653
9.941859,5.756369,4.185490
9.941899,5.758572,4.183326
9.941939,5.760778,4.181162
9.941980,5.762984,4.178996
9.942021,5.765192,4.176830
9.942063,5.767401,4.174662
9.942105,5.769612,4.172494
9.942148,5.771823,4.170324
9.942191,5.774036,4.168154
9.942234,5.776251,4.165983
9.942278,5.778467,4.163811
9.942322,5.780684,4.161638
9.942367,5.782902,4.159464
9.942412,5.785122,4.157289
9.942457,5.787344,4.155113
9.942503,5.789566,4.152937
9.942549,5.791790,4.150759
9.942596,5.794015,4.148581
9.942643,5.796242,4.146401
9.942691,5.798470,4.144221
9.942739,5.800699,4.142039
9.942787,5.802930,4.139857
9.942836,5.805162,4.137674
9.942885,5.807395,4.135490
9.942935,5.809630,4.133305
9.942985,5.811866,4.131119
9.943036,5.814104,4.128932
9.943087,5.816343,4.126744
9.943138,5.818583,4.124555
9.943190,5.820825,4.122365
9.943242,5.823068,4.120174
